year,month,latitude,scenario,temperature
2083,7,21,A1B,291.43
2084,7,21,A1B,292.31
2085,7,21,A1B,293.58
2086,7,21,A1B,291.86
2087,7,21,A1B,292.77
2088,7,21,A1B,291.92
2089,7,21,A1B,292.8
2090,7,21,A1B,292.03
2091,7,21,A1B,293.34
2092,7,21,A1B,292.99
2093,7,21,A1B,292.75
2094,7,21,A1B,290.57
2095,7,21,A1B,292.73
2096,7,21,A1B,292.36
2097,7,21,A1B,293.34
2098,7,21,A1B,292.75
2099,7,21,A1B,292.52
2100,7,21,A1B,291.93
2001,8,21,A1B,289.33
2002,8,21,A1B,289.51
2003,8,21,A1B,288.87
2004,8,21,A1B,289.8
2005,8,21,A1B,289.76
2006,8,21,A1B,290.43
2007,8,21,A1B,290
2008,8,21,A1B,289.52
2009,8,21,A1B,289.86
2010,8,21,A1B,289.37
2011,8,21,A1B,290.29
2012,8,21,A1B,289.99
2013,8,21,A1B,289.5
2014,8,21,A1B,291.22
2015,8,21,A1B,289.39
2016,8,21,A1B,288.83
2017,8,21,A1B,290.08
2018,8,21,A1B,290.09
2019,8,21,A1B,289.93
2020,8,21,A1B,290.8
2021,8,21,A1B,289.23
2022,8,21,A1B,289.37
2023,8,21,A1B,289.47
2024,8,21,A1B,290.76
2025,8,21,A1B,290.34
2026,8,21,A1B,289.55
2027,8,21,A1B,290.91
2028,8,21,A1B,291.95
2029,8,21,A1B,290.34
2030,8,21,A1B,290.56
2031,8,21,A1B,290.25
2032,8,21,A1B,289.86
2033,8,21,A1B,290.45
2034,8,21,A1B,290.42
2035,8,21,A1B,290.91
2036,8,21,A1B,290.18
2037,8,21,A1B,290.59
2038,8,21,A1B,290.21
2039,8,21,A1B,290.35
2040,8,21,A1B,290.08
2041,8,21,A1B,290.79
2042,8,21,A1B,290.34
2043,8,21,A1B,290.81
2044,8,21,A1B,290.26
2045,8,21,A1B,291.18
2046,8,21,A1B,289.48
2047,8,21,A1B,290.2
2048,8,21,A1B,291.94
2049,8,21,A1B,291.06
2050,8,21,A1B,289.58
2051,8,21,A1B,291.01
2052,8,21,A1B,291.03
2053,8,21,A1B,291.02
2054,8,21,A1B,291.79
2055,8,21,A1B,290.47
2056,8,21,A1B,291.11
2057,8,21,A1B,291.34
2058,8,21,A1B,290.7
2059,8,21,A1B,291.1
2060,8,21,A1B,292.02
2061,8,21,A1B,291.25
2062,8,21,A1B,291.84
2063,8,21,A1B,291.73
2064,8,21,A1B,292.27
2065,8,21,A1B,291.63
2066,8,21,A1B,292.67
2067,8,21,A1B,292.01
2068,8,21,A1B,292.58
2069,8,21,A1B,292.56
2070,8,21,A1B,290.77
2071,8,21,A1B,292.34
2072,8,21,A1B,291.82
2073,8,21,A1B,292.17
2074,8,21,A1B,291.55
2075,8,21,A1B,291.96
2076,8,21,A1B,292.22
2077,8,21,A1B,292.14
2078,8,21,A1B,291.35
2079,8,21,A1B,291.16
2080,8,21,A1B,292.38
2081,8,21,A1B,292.39
2082,8,21,A1B,291.52
2083,8,21,A1B,292.1
2084,8,21,A1B,292.36
2085,8,21,A1B,292.11
2086,8,21,A1B,291.48
2087,8,21,A1B,292.6
2088,8,21,A1B,292.42
2089,8,21,A1B,292.55
2090,8,21,A1B,294.5
2091,8,21,A1B,292.46
2092,8,21,A1B,291.73
2093,8,21,A1B,291.96
2094,8,21,A1B,292.46
2095,8,21,A1B,293.18
2096,8,21,A1B,292.12
2097,8,21,A1B,292.11
2098,8,21,A1B,293.9
2099,8,21,A1B,292.44
2100,8,21,A1B,293.04
2001,9,21,A1B,288.48
2002,9,21,A1B,289.68
2003,9,21,A1B,287.51
2004,9,21,A1B,288.69
2005,9,21,A1B,287.94
2006,9,21,A1B,288.19
2007,9,21,A1B,289.26
2008,9,21,A1B,288.72
2009,9,21,A1B,289.88
2010,9,21,A1B,289.33
2011,9,21,A1B,288.78
2012,9,21,A1B,289.31
2013,9,21,A1B,288.95
2014,9,21,A1B,288.77
2015,9,21,A1B,289.31
2016,9,21,A1B,289.58
2017,9,21,A1B,290.42
2018,9,21,A1B,288.9
2019,9,21,A1B,288.49
2020,9,21,A1B,289.64
2021,9,21,A1B,289.26
2022,9,21,A1B,289.09
2023,9,21,A1B,289.51
2024,9,21,A1B,290.08
2025,9,21,A1B,289.54
2026,9,21,A1B,290.1
2027,9,21,A1B,289.29
2028,9,21,A1B,289.32
2029,9,21,A1B,289.37
2030,9,21,A1B,289.9
2031,9,21,A1B,290.88
2032,9,21,A1B,290.42
2033,9,21,A1B,289.13
2034,9,21,A1B,289.6
2035,9,21,A1B,289.67
2036,9,21,A1B,288.52
2037,9,21,A1B,291.17
2038,9,21,A1B,289.92
2039,9,21,A1B,290.21
2040,9,21,A1B,290.38
2041,9,21,A1B,289.15
2042,9,21,A1B,290.4
2043,9,21,A1B,290.03
2044,9,21,A1B,290.99
2045,9,21,A1B,290.51
2046,9,21,A1B,290.11
2047,9,21,A1B,290.02
2048,9,21,A1B,291.23
2049,9,21,A1B,291.3
2050,9,21,A1B,289.47
2051,9,21,A1B,289.52
2052,9,21,A1B,290.91
2053,9,21,A1B,290.79
2054,9,21,A1B,289.36
2055,9,21,A1B,289.94
2056,9,21,A1B,289.51
2057,9,21,A1B,290.86
2058,9,21,A1B,290.16
2059,9,21,A1B,290.04
2060,9,21,A1B,291.31
2061,9,21,A1B,288.43
2062,9,21,A1B,291.73
2063,9,21,A1B,290.2
2064,9,21,A1B,290.77
2065,9,21,A1B,289.45
2066,9,21,A1B,291.01
2067,9,21,A1B,290.93
2068,9,21,A1B,290.73
2069,9,21,A1B,291.24
2070,9,21,A1B,291.82
2071,9,21,A1B,290.66
2072,9,21,A1B,290
2073,9,21,A1B,290.82
2074,9,21,A1B,289.96
2075,9,21,A1B,290.69
2076,9,21,A1B,291.16
2077,9,21,A1B,291.81
2078,9,21,A1B,289.57
2079,9,21,A1B,291.28
2080,9,21,A1B,292.36
2081,9,21,A1B,291.62
2082,9,21,A1B,291.69
2083,9,21,A1B,291.04
2084,9,21,A1B,291.4
2085,9,21,A1B,290.04
2086,9,21,A1B,291.26
2087,9,21,A1B,291.1
2088,9,21,A1B,289.89
2089,9,21,A1B,291.39
2090,9,21,A1B,292.44
2091,9,21,A1B,292.42
2092,9,21,A1B,290.61
2093,9,21,A1B,290.28
2094,9,21,A1B,290.62
2095,9,21,A1B,290.5
2096,9,21,A1B,292.45
2097,9,21,A1B,290.53
2098,9,21,A1B,292.23
2099,9,21,A1B,291.21
2100,9,21,A1B,290.6
2001,10,21,A1B,287.44
2002,10,21,A1B,287.03
2003,10,21,A1B,287.91
2004,10,21,A1B,285.83
2005,10,21,A1B,285.95
2006,10,21,A1B,287.46
2007,10,21,A1B,287.56
2008,10,21,A1B,286.61
2009,10,21,A1B,287.98
2010,10,21,A1B,287.64
2011,10,21,A1B,287.33
2012,10,21,A1B,287.41
2013,10,21,A1B,286.64
2014,10,21,A1B,288.46
2015,10,21,A1B,288.12
2016,10,21,A1B,287.66
2017,10,21,A1B,287.57
2018,10,21,A1B,287.71
2019,10,21,A1B,286.17
2020,10,21,A1B,287.21
2021,10,21,A1B,288.33
2022,10,21,A1B,286.7
2023,10,21,A1B,287.43
2024,10,21,A1B,288.68
2025,10,21,A1B,287.1
2026,10,21,A1B,286.48
2027,10,21,A1B,287.18
2028,10,21,A1B,287.67
2029,10,21,A1B,286.35
2030,10,21,A1B,287.83
2031,10,21,A1B,288.93
2032,10,21,A1B,288.37
2033,10,21,A1B,288.86
2034,10,21,A1B,287.52
2035,10,21,A1B,289.16
2036,10,21,A1B,288.75
2037,10,21,A1B,288.65
2038,10,21,A1B,286.53
2039,10,21,A1B,286.64
2040,10,21,A1B,288.3
2041,10,21,A1B,287.27
2042,10,21,A1B,287.65
2043,10,21,A1B,290.29
2044,10,21,A1B,289.74
2045,10,21,A1B,288.53
2046,10,21,A1B,288.21
2047,10,21,A1B,287.69
2048,10,21,A1B,288.05
2049,10,21,A1B,290.09
2050,10,21,A1B,289.28
2051,10,21,A1B,289.86
2052,10,21,A1B,289.9
2053,10,21,A1B,289.35
2054,10,21,A1B,289.16
2055,10,21,A1B,290.01
2056,10,21,A1B,288.58
2057,10,21,A1B,288.08
2058,10,21,A1B,289.46
2059,10,21,A1B,289.22
2060,10,21,A1B,289.01
2061,10,21,A1B,288.54
2062,10,21,A1B,288.11
2063,10,21,A1B,287.61
2064,10,21,A1B,289.39
2065,10,21,A1B,288.65
2066,10,21,A1B,288.92
2067,10,21,A1B,290.28
2068,10,21,A1B,290
2069,10,21,A1B,289.75
2070,10,21,A1B,288.32
2071,10,21,A1B,289.37
2072,10,21,A1B,288.72
2073,10,21,A1B,288.77
2074,10,21,A1B,290.32
2075,10,21,A1B,288.22
2076,10,21,A1B,289.21
2077,10,21,A1B,289.57
2078,10,21,A1B,289.52
2079,10,21,A1B,289.43
2080,10,21,A1B,288.99
2081,10,21,A1B,287.95
2082,10,21,A1B,287.83
2083,10,21,A1B,289.9
2084,10,21,A1B,289.55
2085,10,21,A1B,288.71
2086,10,21,A1B,291.86
2087,10,21,A1B,289.98
2088,10,21,A1B,288.7
2089,10,21,A1B,289.54
2090,10,21,A1B,288.39
2091,10,21,A1B,289.51
2092,10,21,A1B,288.53
2093,10,21,A1B,290.72
2094,10,21,A1B,289.81
2095,10,21,A1B,289.63
2096,10,21,A1B,290.99
2097,10,21,A1B,290.56
2098,10,21,A1B,289.05
2099,10,21,A1B,288.99
2100,10,21,A1B,289.19
2001,11,21,A1B,287.45
2002,11,21,A1B,282.72
2003,11,21,A1B,283.57
2004,11,21,A1B,284.66
2005,11,21,A1B,286.8
2006,11,21,A1B,287.62
2007,11,21,A1B,286.23
2008,11,21,A1B,284.41
2009,11,21,A1B,286
2010,11,21,A1B,283.81
2011,11,21,A1B,288.46
2012,11,21,A1B,285.71
2013,11,21,A1B,285.11
2014,11,21,A1B,283.91
2015,11,21,A1B,285.96
2016,11,21,A1B,286.82
2017,11,21,A1B,286.13
2018,11,21,A1B,287.08
2019,11,21,A1B,289.52
2020,11,21,A1B,287.61
2021,11,21,A1B,286.65
2022,11,21,A1B,285.61
2023,11,21,A1B,286.72
2024,11,21,A1B,286.58
2025,11,21,A1B,284.81
2026,11,21,A1B,285.73
2027,11,21,A1B,286.3
2028,11,21,A1B,284.58
2029,11,21,A1B,286.13
2030,11,21,A1B,284.41
2031,11,21,A1B,286.03
2032,11,21,A1B,286.42
2033,11,21,A1B,284.46
2034,11,21,A1B,286.49
2035,11,21,A1B,286.33
2036,11,21,A1B,285.91
2037,11,21,A1B,287.91
2038,11,21,A1B,287.03
2039,11,21,A1B,288.01
2040,11,21,A1B,286.83
2041,11,21,A1B,282.93
2042,11,21,A1B,287.53
2043,11,21,A1B,286.8
2044,11,21,A1B,284.95
2045,11,21,A1B,287.5
2046,11,21,A1B,285.8
2047,11,21,A1B,287.13
2048,11,21,A1B,286.8
2049,11,21,A1B,287.71
2050,11,21,A1B,286.53
2051,11,21,A1B,285.85
2052,11,21,A1B,286.4
2053,11,21,A1B,285.47
2054,11,21,A1B,287.14
2055,11,21,A1B,286.76
2056,11,21,A1B,286.99
2057,11,21,A1B,288.27
2058,11,21,A1B,287.23
2059,11,21,A1B,287.14
2060,11,21,A1B,287.48
2061,11,21,A1B,287.34
2062,11,21,A1B,286.41
2063,11,21,A1B,288.55
2064,11,21,A1B,288.25
2065,11,21,A1B,288.22
2066,11,21,A1B,286.52
2067,11,21,A1B,288.63
2068,11,21,A1B,287.07
2069,11,21,A1B,286.52
2070,11,21,A1B,287.49
2071,11,21,A1B,285.07
2072,11,21,A1B,287.6
2073,11,21,A1B,288.39
2074,11,21,A1B,287.35
2075,11,21,A1B,287.65
2076,11,21,A1B,287.21
2077,11,21,A1B,288.58
2078,11,21,A1B,288.82
2079,11,21,A1B,287
2080,11,21,A1B,288.27
2081,11,21,A1B,288.63
2082,11,21,A1B,288.38
2083,11,21,A1B,287.07
2084,11,21,A1B,288.97
2085,11,21,A1B,285.98
2086,11,21,A1B,287.84
2087,11,21,A1B,288.7
2088,11,21,A1B,287.85
2089,11,21,A1B,286.43
2090,11,21,A1B,289.42
2091,11,21,A1B,289.28
2092,11,21,A1B,287.41
2093,11,21,A1B,286.8
2094,11,21,A1B,287.17
2095,11,21,A1B,290.27
2096,11,21,A1B,289.12
2097,11,21,A1B,287.94
2098,11,21,A1B,288.73
2099,11,21,A1B,287.53
2100,11,21,A1B,286.28
2001,12,21,A1B,284.73
2002,12,21,A1B,282.85
2003,12,21,A1B,282.09
2004,12,21,A1B,282.7
2005,12,21,A1B,284
2006,12,21,A1B,282.07
2007,12,21,A1B,283.76
2008,12,21,A1B,283.77
2009,12,21,A1B,281.12
2010,12,21,A1B,283.31
2011,12,21,A1B,283.19
2012,12,21,A1B,282.54
2013,12,21,A1B,284.54
2014,12,21,A1B,283.31
2015,12,21,A1B,283.7
2016,12,21,A1B,281.88
2017,12,21,A1B,281.19
2018,12,21,A1B,281.75
2019,12,21,A1B,284.61
2020,12,21,A1B,283.34
2021,12,21,A1B,284.43
2022,12,21,A1B,283.03
2023,12,21,A1B,284.62
2024,12,21,A1B,284.1
2025,12,21,A1B,283.92
2026,12,21,A1B,284.34
2027,12,21,A1B,283.34
2028,12,21,A1B,283.69
2029,12,21,A1B,284.12
2030,12,21,A1B,282.71
2031,12,21,A1B,285.64
2032,12,21,A1B,284.13
2033,12,21,A1B,284.92
2034,12,21,A1B,283.43
2035,12,21,A1B,283.1
2036,12,21,A1B,282.95
2037,12,21,A1B,285.05
2038,12,21,A1B,285.06
2039,12,21,A1B,285.13
2040,12,21,A1B,285.64
2041,12,21,A1B,283.85
2042,12,21,A1B,284.05
2043,12,21,A1B,283.01
2044,12,21,A1B,284.38
2045,12,21,A1B,282.8
2046,12,21,A1B,284.53
2047,12,21,A1B,283.9
2048,12,21,A1B,284.69
2049,12,21,A1B,282.85
2050,12,21,A1B,283.7
2051,12,21,A1B,282.54
2052,12,21,A1B,285.16
2053,12,21,A1B,283.65
2054,12,21,A1B,281.53
2055,12,21,A1B,286.04
2056,12,21,A1B,284.59
2057,12,21,A1B,284.05
2058,12,21,A1B,284.03
2059,12,21,A1B,285.51
2060,12,21,A1B,285.26
2061,12,21,A1B,285.19
2062,12,21,A1B,285.25
2063,12,21,A1B,283.62
2064,12,21,A1B,284.14
2065,12,21,A1B,281.71
2066,12,21,A1B,282.99
2067,12,21,A1B,282.29
2068,12,21,A1B,286.65
2069,12,21,A1B,285.8
2070,12,21,A1B,284.87
2071,12,21,A1B,285.98
2072,12,21,A1B,282.57
2073,12,21,A1B,286.21
2074,12,21,A1B,284.85
2075,12,21,A1B,285.68
2076,12,21,A1B,284.62
2077,12,21,A1B,285.73
2078,12,21,A1B,283.19
2079,12,21,A1B,284.4
2080,12,21,A1B,285.23
2081,12,21,A1B,285.79
2082,12,21,A1B,284.97
2083,12,21,A1B,283.14
2084,12,21,A1B,284.28
2085,12,21,A1B,285.83
2086,12,21,A1B,283.74
2087,12,21,A1B,286.25
2088,12,21,A1B,284.86
2089,12,21,A1B,283.85
2090,12,21,A1B,284.4
2091,12,21,A1B,285.99
2092,12,21,A1B,286.18
2093,12,21,A1B,283.67
2094,12,21,A1B,287.32
2095,12,21,A1B,285.91
2096,12,21,A1B,284.72
2097,12,21,A1B,285.31
2098,12,21,A1B,285.33
2099,12,21,A1B,284.82
2100,12,21,A1B,284.06
2001,1,24,A1B,279.72
2002,1,24,A1B,282.53
2003,1,24,A1B,282.1
2004,1,24,A1B,279.11
2005,1,24,A1B,278.95
2006,1,24,A1B,279.46
2007,1,24,A1B,277.7
2008,1,24,A1B,281.74
2009,1,24,A1B,280.36
2010,1,24,A1B,281.35
2011,1,24,A1B,280.68
2012,1,24,A1B,281.51
2013,1,24,A1B,279.9
2014,1,24,A1B,281.3
2015,1,24,A1B,281.36
2016,1,24,A1B,281.5
2017,1,24,A1B,280.58
2018,1,24,A1B,279.65
2019,1,24,A1B,282.42
2020,1,24,A1B,281.41
2021,1,24,A1B,281.8
2022,1,24,A1B,280.59
2023,1,24,A1B,280.67
2024,1,24,A1B,281.28
2025,1,24,A1B,280.07
2026,1,24,A1B,280.72
2027,1,24,A1B,279.52
2028,1,24,A1B,281.7
2029,1,24,A1B,282.57
2030,1,24,A1B,279.98
2031,1,24,A1B,279.49
2032,1,24,A1B,278.27
2033,1,24,A1B,279.27
2034,1,24,A1B,282.12
2035,1,24,A1B,280.08
2036,1,24,A1B,280.69
2037,1,24,A1B,281.99
2038,1,24,A1B,280.39
2039,1,24,A1B,280.66
2040,1,24,A1B,281.5
2041,1,24,A1B,282.33
2042,1,24,A1B,281.93
2043,1,24,A1B,280.14
2044,1,24,A1B,281.2
2045,1,24,A1B,280.15
2046,1,24,A1B,282.32
2047,1,24,A1B,281.85
2048,1,24,A1B,281.53
2049,1,24,A1B,282
2050,1,24,A1B,283.04
2051,1,24,A1B,282.6
2052,1,24,A1B,281.03
2053,1,24,A1B,280.28
2054,1,24,A1B,282.17
2055,1,24,A1B,279.67
2056,1,24,A1B,280.15
2057,1,24,A1B,281.32
2058,1,24,A1B,279.54
2059,1,24,A1B,280.91
2060,1,24,A1B,283.35
2061,1,24,A1B,280.99
2062,1,24,A1B,281.8
2063,1,24,A1B,281.79
2064,1,24,A1B,283.55
2065,1,24,A1B,282.55
2066,1,24,A1B,282.38
2067,1,24,A1B,282.17
2068,1,24,A1B,282.8
2069,1,24,A1B,283.66
2070,1,24,A1B,281.11
2071,1,24,A1B,282.55
2072,1,24,A1B,283.93
2073,1,24,A1B,283.93
2074,1,24,A1B,281.76
2075,1,24,A1B,281.28
2076,1,24,A1B,281.71
2077,1,24,A1B,282.37
2078,1,24,A1B,281.87
2079,1,24,A1B,281.28
2080,1,24,A1B,281.59
2081,1,24,A1B,280.04
2082,1,24,A1B,280.51
2083,1,24,A1B,281.37
2084,1,24,A1B,279.25
2085,1,24,A1B,283.2
2086,1,24,A1B,284.22
2087,1,24,A1B,278.86
2088,1,24,A1B,283.37
2089,1,24,A1B,280.51
2090,1,24,A1B,281.52
2091,1,24,A1B,284.35
2092,1,24,A1B,281.33
2093,1,24,A1B,280.93
2094,1,24,A1B,282.49
2095,1,24,A1B,282.12
2096,1,24,A1B,281.5
2097,1,24,A1B,281.85
2098,1,24,A1B,280.48
2099,1,24,A1B,281.5
2100,1,24,A1B,282.73
2001,2,24,A1B,282.37
2002,2,24,A1B,284.01
2003,2,24,A1B,282.38
2004,2,24,A1B,283.81
2005,2,24,A1B,281.58
2006,2,24,A1B,281.57
2007,2,24,A1B,280.99
2008,2,24,A1B,281.92
2009,2,24,A1B,282.46
2010,2,24,A1B,283.58
2011,2,24,A1B,281.09
2012,2,24,A1B,285.25
2013,2,24,A1B,282.08
2014,2,24,A1B,282.17
2015,2,24,A1B,282.38
2016,2,24,A1B,281.58
2017,2,24,A1B,282.07
2018,2,24,A1B,280.31
2019,2,24,A1B,283.01
2020,2,24,A1B,278.54
2021,2,24,A1B,283.66
2022,2,24,A1B,280.19
2023,2,24,A1B,281.9
2024,2,24,A1B,282.22
2025,2,24,A1B,282.18
2026,2,24,A1B,285.07
2027,2,24,A1B,283.04
2028,2,24,A1B,282.42
2029,2,24,A1B,284.26
2030,2,24,A1B,282.56
2031,2,24,A1B,281.48
2032,2,24,A1B,283.69
2033,2,24,A1B,282.32
2034,2,24,A1B,282.49
2035,2,24,A1B,281.92
2036,2,24,A1B,283.55
2037,2,24,A1B,287.05
2038,2,24,A1B,282.74
2039,2,24,A1B,281.35
2040,2,24,A1B,283.9
2041,2,24,A1B,282.46
2042,2,24,A1B,280.39
2043,2,24,A1B,283.91
2044,2,24,A1B,283.9
2045,2,24,A1B,284.27
2046,2,24,A1B,284.69
2047,2,24,A1B,282.42
2048,2,24,A1B,282.9
2049,2,24,A1B,282.64
2050,2,24,A1B,283.22
2051,2,24,A1B,280.62
2052,2,24,A1B,282.97
2053,2,24,A1B,282.92
2054,2,24,A1B,283.94
2055,2,24,A1B,280.95
2056,2,24,A1B,284.95
2057,2,24,A1B,282.41
2058,2,24,A1B,282.09
2059,2,24,A1B,284.58
2060,2,24,A1B,282.33
2061,2,24,A1B,282.25
2062,2,24,A1B,282.31
2063,2,24,A1B,281.93
2064,2,24,A1B,284.13
2065,2,24,A1B,283.89
2066,2,24,A1B,283.89
2067,2,24,A1B,283.62
2068,2,24,A1B,282.15
2069,2,24,A1B,284.91
2070,2,24,A1B,285.6
2071,2,24,A1B,284.45
2072,2,24,A1B,283.55
2073,2,24,A1B,286
2074,2,24,A1B,284.21
2075,2,24,A1B,283.62
2076,2,24,A1B,282.56
2077,2,24,A1B,285.09
2078,2,24,A1B,284.28
2079,2,24,A1B,282.06
2080,2,24,A1B,285.23
2081,2,24,A1B,283.15
2082,2,24,A1B,281.86
2083,2,24,A1B,284.69
2084,2,24,A1B,281.66
2085,2,24,A1B,285.1
2086,2,24,A1B,284.58
2087,2,24,A1B,282.59
2088,2,24,A1B,285.11
2089,2,24,A1B,284.12
2090,2,24,A1B,286.22
2091,2,24,A1B,286.56
2092,2,24,A1B,284.89
2093,2,24,A1B,285.39
2094,2,24,A1B,283.29
2095,2,24,A1B,282.46
2096,2,24,A1B,285.4
2097,2,24,A1B,284.64
2098,2,24,A1B,287.57
2099,2,24,A1B,282.11
2100,2,24,A1B,284.56
2001,3,24,A1B,285.09
2002,3,24,A1B,286.32
2003,3,24,A1B,286.6
2004,3,24,A1B,286.24
2005,3,24,A1B,283.38
2006,3,24,A1B,284.43
2007,3,24,A1B,284.4
2008,3,24,A1B,285.28
2009,3,24,A1B,286.02
2010,3,24,A1B,285.89
2011,3,24,A1B,283.78
2012,3,24,A1B,286.2
2013,3,24,A1B,284.84
2014,3,24,A1B,285.84
2015,3,24,A1B,287.29
2016,3,24,A1B,283.23
2017,3,24,A1B,284.8
2018,3,24,A1B,283.96
2019,3,24,A1B,283.37
2020,3,24,A1B,285.26
2021,3,24,A1B,286.01
2022,3,24,A1B,287.2
2023,3,24,A1B,284.4
2024,3,24,A1B,285.02
2025,3,24,A1B,284.32
2026,3,24,A1B,289.66
2027,3,24,A1B,286.65
2028,3,24,A1B,286.42
2029,3,24,A1B,287.47
2030,3,24,A1B,285.53
2031,3,24,A1B,287.57
2032,3,24,A1B,285.84
2033,3,24,A1B,284.95
2034,3,24,A1B,285.55
2035,3,24,A1B,284.97
2036,3,24,A1B,285.34
2037,3,24,A1B,286.45
2038,3,24,A1B,288.22
2039,3,24,A1B,286.91
2040,3,24,A1B,289.54
2041,3,24,A1B,286.88
2042,3,24,A1B,287.09
2043,3,24,A1B,284.1
2044,3,24,A1B,285.82
2045,3,24,A1B,285.97
2046,3,24,A1B,287.3
2047,3,24,A1B,285.05
2048,3,24,A1B,286.94
2049,3,24,A1B,286.54
2050,3,24,A1B,286.79
2051,3,24,A1B,286.34
2052,3,24,A1B,286.79
2053,3,24,A1B,285.73
2054,3,24,A1B,284.56
2055,3,24,A1B,285.08
2056,3,24,A1B,286.69
2057,3,24,A1B,287.69
2058,3,24,A1B,285.98
2059,3,24,A1B,287.89
2060,3,24,A1B,287.42
2061,3,24,A1B,288.05
2062,3,24,A1B,285.95
2063,3,24,A1B,285.7
2064,3,24,A1B,290.05
2065,3,24,A1B,286.15
2066,3,24,A1B,285.96
2067,3,24,A1B,286.8
2068,3,24,A1B,288.16
2069,3,24,A1B,289.27
2070,3,24,A1B,288.37
2071,3,24,A1B,286.3
2072,3,24,A1B,287.05
2073,3,24,A1B,289.52
2074,3,24,A1B,287.25
2075,3,24,A1B,285.6
2076,3,24,A1B,285.36
2077,3,24,A1B,291.53
2078,3,24,A1B,287.11
2079,3,24,A1B,286.13
2080,3,24,A1B,286.78
2081,3,24,A1B,287.63
2082,3,24,A1B,288.04
2083,3,24,A1B,286.34
2084,3,24,A1B,288.51
2085,3,24,A1B,292.15
2086,3,24,A1B,288.25
2087,3,24,A1B,285.66
2088,3,24,A1B,287.46
2089,3,24,A1B,288.91
2090,3,24,A1B,288.07
2091,3,24,A1B,290.84
2092,3,24,A1B,287.78
2093,3,24,A1B,288.7
2094,3,24,A1B,286.25
2095,3,24,A1B,287.69
2096,3,24,A1B,288.9
2097,3,24,A1B,287.95
2098,3,24,A1B,288.78
2099,3,24,A1B,287.85
2100,3,24,A1B,291.53
2001,4,24,A1B,285.81
2002,4,24,A1B,287.48
2003,4,24,A1B,287.34
2004,4,24,A1B,286.79
2005,4,24,A1B,287.93
2006,4,24,A1B,288.96
2007,4,24,A1B,288.59
2008,4,24,A1B,288.68
2009,4,24,A1B,290.62
2010,4,24,A1B,286.04
2011,4,24,A1B,288.3
2012,4,24,A1B,293.63
2013,4,24,A1B,290.75
2014,4,24,A1B,289.25
2015,4,24,A1B,289.06
2016,4,24,A1B,289.83
2017,4,24,A1B,287.02
2018,4,24,A1B,288.98
2019,4,24,A1B,291.57
2020,4,24,A1B,290.17
2021,4,24,A1B,290.62
2022,4,24,A1B,289.43
2023,4,24,A1B,291.02
2024,4,24,A1B,289.78
2025,4,24,A1B,293.82
2026,4,24,A1B,289.23
2027,4,24,A1B,290
2028,4,24,A1B,289.37
2029,4,24,A1B,291.5
2030,4,24,A1B,291.13
2031,4,24,A1B,289.51
2032,4,24,A1B,291.93
2033,4,24,A1B,287.87
2034,4,24,A1B,290.05
2035,4,24,A1B,286.54
2036,4,24,A1B,289.57
2037,4,24,A1B,289.59
2038,4,24,A1B,287.18
2039,4,24,A1B,290.72
2040,4,24,A1B,291.77
2041,4,24,A1B,288.96
2042,4,24,A1B,289.56
2043,4,24,A1B,291.4
2044,4,24,A1B,291.71
2045,4,24,A1B,290.45
2046,4,24,A1B,291.52
2047,4,24,A1B,289.98
2048,4,24,A1B,290.49
2049,4,24,A1B,287.53
2050,4,24,A1B,291.15
2051,4,24,A1B,287.97
2052,4,24,A1B,292.48
2053,4,24,A1B,291.26
2054,4,24,A1B,288.42
2055,4,24,A1B,289.43
2056,4,24,A1B,289.03
2057,4,24,A1B,289.9
2058,4,24,A1B,289.95
2059,4,24,A1B,293.89
2060,4,24,A1B,290.97
2061,4,24,A1B,290.32
2062,4,24,A1B,291.59
2063,4,24,A1B,290.07
2064,4,24,A1B,296.89
2065,4,24,A1B,291.92
2066,4,24,A1B,294.96
2067,4,24,A1B,290.76
2068,4,24,A1B,293.45
2069,4,24,A1B,293.85
2070,4,24,A1B,293.43
2071,4,24,A1B,291.04
2072,4,24,A1B,291.5
2073,4,24,A1B,295.15
2074,4,24,A1B,289.74
2075,4,24,A1B,294.57
2076,4,24,A1B,290.54
2077,4,24,A1B,292.55
2078,4,24,A1B,292.82
2079,4,24,A1B,290.39
2080,4,24,A1B,291.43
2081,4,24,A1B,294.66
2082,4,24,A1B,294.94
2083,4,24,A1B,291.43
2084,4,24,A1B,293.86
2085,4,24,A1B,295.61
2086,4,24,A1B,290.52
2087,4,24,A1B,289.45
2088,4,24,A1B,288.87
2089,4,24,A1B,294.79
2090,4,24,A1B,294.88
2091,4,24,A1B,296.17
2092,4,24,A1B,292.72
2093,4,24,A1B,293.86
2094,4,24,A1B,291.13
2095,4,24,A1B,289.98
2096,4,24,A1B,295.1
2097,4,24,A1B,294.67
2098,4,24,A1B,291.54
2099,4,24,A1B,293.96
2100,4,24,A1B,294.31
2001,5,24,A1B,291.32
2002,5,24,A1B,293
2003,5,24,A1B,290.75
2004,5,24,A1B,294.6
2005,5,24,A1B,290.71
2006,5,24,A1B,291.99
2007,5,24,A1B,292.59
2008,5,24,A1B,290.36
2009,5,24,A1B,292.53
2010,5,24,A1B,291.45
2011,5,24,A1B,293.08
2012,5,24,A1B,292.43
2013,5,24,A1B,293.43
2014,5,24,A1B,290.44
2015,5,24,A1B,293.86
