ORGANISM,BIRTH,DEATH,GENDER,HEADSTONE
HUMAN,1865,1885,M,L
HUMAN,1909,1986,M,S
HUMAN,1915,2001,F,S
HUMAN,1974,1987,F,S
HUMAN,1918,1987,M,S
HUMAN,1919,1987,F,S
HUMAN,1850,1929,M,S
HUMAN,1854,1931,F,S
HUMAN,1903,1953,F,S
HUMAN,1893,1949,M,S
HUMAN,1856,1924,M,L
HUMAN,1857,1937,F,L
HUMAN,1868,1890,F,S
HUMAN,1853,1890,M,S
HUMAN,1850,1927,F,S
HUMAN,1877,1967,F,S
HUMAN,1872,1941,M,S
HUMAN,1902,1987,F,S
HUMAN,1913,1983,M,S
HUMAN,1863,1951,F,L
HUMAN,1857,1935,M,L
HUMAN,1880,1900,M,L
HUMAN,1914,1997,F,L
HUMAN,1913,1987,M,L
HUMAN,1949,2007,F,L
HUMAN,1952,2008,M,S
HUMAN,1910,1993,F,S
HUMAN,1938,1999,M,L
HUMAN,1931,2016,F,S
HUMAN,1927,2014,M,L
HUMAN,1899,1988,M,S
HUMAN,1900,1989,F,S
HUMAN,1828,1883,M,L
HUMAN,1904,1985,M,S
HUMAN,1907,1995,F,S
HUMAN,1941,1996,M,S
HUMAN,1970,2000,M,S
HUMAN,1948,1997,F,L
HUMAN,1926,2002,F,S
HUMAN,1973,2010,F,S
HUMAN,1919,2009,M,S
HUMAN,1923,1995,F,S
HUMAN,1842,1896,M,S
HUMAN,1841,1918,F,S
HUMAN,1938,1991,F,S
HUMAN,1918,2004,M,S
HUMAN,1913,2005,F,S
HUMAN,1912,1992,M,S
HUMAN,1906,2003,M,L
HUMAN,1875,1932,F,S
HUMAN,1899,1956,F,S
HUMAN,1860,1933,F,S
HUMAN,1850,1932,M,S
HUMAN,1884,1966,M,S
HUMAN,1882,1914,M,S
HUMAN,1828,1898,M,L
HUMAN,1849,1907,F,L
HUMAN,1921,1991,F,S
HUMAN,1929,2013,M,S
HUMAN,1945,2002,M,L
HUMAN,1975,1998,M,L
HUMAN,1885,1982,F,L
HUMAN,1865,1936,M,L
HUMAN,1863,1912,F,L
HUMAN,1825,1895,M,L
HUMAN,1839,1876,F,L
HUMAN,1918,1987,F,S
HUMAN,1927,2002,F,L
HUMAN,1925,1981,M,L
HUMAN,1897,1972,M,S
HUMAN,1925,2014,F,S
HUMAN,1954,2013,F,S
HUMAN,1853,1929,M,S
HUMAN,1832,1926,M,L
HUMAN,1832,1916,M,S
HUMAN,1841,1907,F,S
HUMAN,1881,1882,M,S
HUMAN,1875,1931,F,S
HUMAN,1865,1909,M,S
HUMAN,1922,1944,M,S
HUMAN,1922,1944,F,S
HUMAN,1918,2013,M,S
HUMAN,1859,1882,F,S
HUMAN,1855,1921,M,S
HUMAN,1856,1952,F,S
HUMAN,1894,1934,F,S
HUMAN,1953,2014,M,S
HUMAN,1900,1988,M,S
HUMAN,1903,1977,F,S
HUMAN,1932,1989,M,S
HUMAN,1901,1984,F,S
HUMAN,1936,1991,M,S
HUMAN,1829,1902,M,L
HUMAN,1857,1906,M,L
HUMAN,1852,1923,M,L
HUMAN,1855,1926,F,L
HUMAN,1831,1906,F,L
HUMAN,1903,1941,M,S
HUMAN,1879,1925,F,S
HUMAN,1806,1882,F,L
HUMAN,1869,1919,M,S
HUMAN,1875,1957,M,S
HUMAN,1890,1932,M,S
HUMAN,1907,1989,F,S
HUMAN,1894,1895,F,S
HUMAN,1889,1893,M,S
HUMAN,1892,1892,M,S
HUMAN,1820,1881,M,L
HUMAN,1824,1876,F,L
HUMAN,1863,1931,F,L
HUMAN,1859,1935,M,L
HUMAN,1884,1919,M,S
HUMAN,1891,1979,F,S
HUMAN,1887,1971,F,S
HUMAN,1897,1987,F,S
HUMAN,1895,1968,M,S
HUMAN,1941,2014,M,L
HUMAN,1845,1927,M,L
HUMAN,1862,1920,F,L
HUMAN,1897,1972,M,L
HUMAN,1897,1978,F,L
HUMAN,1929,2003,M,L
HUMAN,1930,1988,M,L
HUMAN,1941,2013,F,L
HUMAN,1917,2003,F,S
HUMAN,1885,1976,F,S
HUMAN,1901,1975,F,S
HUMAN,1830,1888,M,L
HUMAN,1852,1910,F,L
HUMAN,1874,1924,M,L
HUMAN,1878,1938,M,L
HUMAN,1876,1963,F,L
HUMAN,1871,1936,M,L
HUMAN,1876,1931,F,L
HUMAN,1851,1945,F,S
HUMAN,1870,1946,F,S
HUMAN,1868,1932,M,S
HUMAN,1890,1948,M,S
HUMAN,1901,1991,F,S
HUMAN,1919,2013,M,L
HUMAN,1934,1993,M,S
HUMAN,1864,1883,F,L
HUMAN,1922,1993,F,L
HUMAN,1869,1873,F,S
HUMAN,1873,1873,F,S
HUMAN,1845,1895,F,L
HUMAN,1846,1929,M,L
HUMAN,1906,1959,M,S
HUMAN,1907,1996,F,S
HUMAN,1938,2011,F,S
HUMAN,1922,2002,F,S
HUMAN,1920,1985,M,S
HUMAN,1824,1889,M,L
HUMAN,1832,1908,F,L
HUMAN,1912,1989,M,S
HUMAN,1915,2008,F,S
HUMAN,1910,1989,M,L
HUMAN,1913,1980,F,L
HUMAN,1891,1983,F,S
HUMAN,1906,1977,F,S
HUMAN,1909,1996,F,S
HUMAN,1850,1873,M,L
HUMAN,1826,1911,F,L
HUMAN,1824,1879,M,L
HUMAN,1917,1964,M,S
HUMAN,1923,2000,F,S
HUMAN,1885,1962,M,S
HUMAN,1889,1959,F,S
HUMAN,1925,2005,M,L
HUMAN,1926,2012,F,L
HUMAN,1917,2008,M,S
HUMAN,1921,1992,F,S
HUMAN,1971,2007,F,S
HUMAN,1885,1975,F,L
HUMAN,1880,1966,M,L
HUMAN,1908,1999,F,L
HUMAN,1904,1993,M,L
HUMAN,1908,1976,F,L
HUMAN,1891,1981,F,L
HUMAN,1887,1954,M,L
HUMAN,1915,1997,M,L
HUMAN,1868,1922,M,S
HUMAN,1870,1950,F,S
HUMAN,1893,1899,M,S
HUMAN,1856,1858,F,S
HUMAN,1853,1853,F,S
HUMAN,1849,1933,F,S
HUMAN,1821,1907,F,L
HUMAN,1859,1883,F,S
HUMAN,1853,1879,M,S
HUMAN,1875,1945,F,L
HUMAN,1874,1902,M,L
HUMAN,1913,1990,F,S
HUMAN,1860,1891,M,L
