,,Committed,Scenario A1B,Scenario A2,Scenario B1
2061,1,275.53,273.32,276.58,274.91
2062,1,274.02,275.83,276.81,276.74
2063,1,275.45,276.18,272.38,276.78
2064,1,274.77,276.43,276.87,276.20
2065,1,275.51,275.18,276.86,275.55
2066,1,275.60,276.08,276.11,275.45
2067,1,276.29,275.84,277.20,276.02
2068,1,271.11,278.84,278.15,275.02
2069,1,277.77,274.08,275.56,276.11
2070,1,276.95,275.23,276.36,274.25
2071,1,273.64,277.73,276.70,275.43
2072,1,272.04,272.53,275.76,275.78
2073,1,274.63,277.87,275.65,277.75
2074,1,273.38,274.61,275.49,275.55
2075,1,276.19,275.24,279.46,273.47
2076,1,274.01,275.91,277.91,275.80
2077,1,274.52,278.67,275.65,276.10
2078,1,270.98,277.01,277.00,276.21
2079,1,274.88,279.51,277.09,275.13
2080,1,274.99,275.96,278.02,275.65
2081,1,274.53,276.23,276.50,274.39
2082,1,277.33,276.30,278.54,276.36
2083,1,275.36,278.06,279.08,272.97
2084,1,273.51,275.01,279.25,274.59
2085,1,271.16,275.86,275.71,275.44
2086,1,272.80,276.90,272.88,275.86
2087,1,275.20,278.73,278.48,276.51
2088,1,276.39,276.79,276.30,273.45
2089,1,273.90,275.82,280.77,277.33
2090,1,276.04,277.32,275.71,276.49
2091,1,278.01,278.39,273.70,274.49
2092,1,274.93,274.87,276.54,277.37
2093,1,276.01,278.95,277.63,279.30
2094,1,271.87,273.02,278.51,277.22
2095,1,273.13,276.35,277.60,273.70
2096,1,273.72,278.71,278.13,274.05
2097,1,276.88,279.57,276.94,272.51
2098,1,273.15,276.40,274.61,271.59
2099,1,277.16,281.84,280.22,274.00
2100,1,273.61,277.26,278.55,275.43
2001,2,273.20,276.81,278.61,276.59
2002,2,274.93,277.76,276.30,276.16
2003,2,276.35,276.26,276.85,273.46
2004,2,278.97,276.76,276.84,277.64
2005,2,277.22,272.57,275.08,276.51
2006,2,276.72,275.88,279.36,281.35
2007,2,274.59,278.04,277.95,276.59
2008,2,277.21,275.24,276.13,276.15
2009,2,274.27,280.74,275.34,277.84
2010,2,277.53,274.75,277.40,276.08
2011,2,276.23,275.46,276.39,275.60
2012,2,276.02,277.44,274.18,275.94
2013,2,277.85,277.22,273.25,277.11
2014,2,277.01,275.92,277.24,275.37
2015,2,275.16,275.95,275.55,276.84
2016,2,275.98,277.64,276.31,277.36
2017,2,277.57,276.40,276.76,276.40
2018,2,276.05,271.92,278.52,275.76
2019,2,275.04,275.82,274.33,276.16
2020,2,277.54,277.89,279.78,279.06
2021,2,277.29,277.63,276.52,274.13
2022,2,276.71,275.37,277.76,275.73
2023,2,275.12,276.94,277.13,276.82
2024,2,276.82,279.12,276.42,273.71
2025,2,275.91,276.48,277.81,277.86
2026,2,277.00,277.07,276.68,278.52
2027,2,279.84,278.55,274.37,275.75
2028,2,277.28,276.85,276.87,276.23
2029,2,277.47,277.49,275.39,278.00
2030,2,277.68,280.07,280.24,278.04
2031,2,276.31,279.35,274.44,276.31
2032,2,271.19,278.72,278.78,276.59
2033,2,277.33,274.60,277.65,275.91
2034,2,273.88,276.92,278.17,278.14
2035,2,278.26,274.50,281.58,274.14
2036,2,278.45,277.63,278.02,274.88
2037,2,277.29,277.84,277.09,278.72
2038,2,277.06,276.63,279.10,277.95
2039,2,279.13,274.83,276.06,274.85
2040,2,273.55,275.80,276.77,276.31
2041,2,277.38,278.11,276.35,278.82
2042,2,277.32,276.72,277.24,277.14
2043,2,278.28,278.64,276.40,279.32
2044,2,276.71,276.16,277.63,273.15
2045,2,274.24,277.99,278.59,279.72
2046,2,276.93,278.00,281.62,276.99
2047,2,276.91,280.80,275.16,274.84
2048,2,275.54,279.64,277.29,277.14
2049,2,276.01,280.06,275.74,280.79
2050,2,279.41,279.24,279.00,277.80
2051,2,279.96,276.43,282.73,277.10
2052,2,277.78,280.01,279.26,273.73
2053,2,276.52,277.93,273.75,278.38
2054,2,273.71,279.49,278.06,276.58
2055,2,275.07,276.75,274.14,276.90
2056,2,278.66,277.32,278.73,276.68
2057,2,277.32,280.08,277.87,278.49
2058,2,274.83,280.07,275.85,275.31
2059,2,275.83,280.51,279.06,277.25
2060,2,276.52,278.01,276.93,278.27
2061,2,278.86,279.18,278.97,275.33
2062,2,277.72,277.61,277.57,278.43
2063,2,278.15,280.29,277.89,280.02
2064,2,279.21,277.42,275.06,279.99
2065,2,277.75,278.64,280.53,276.64
2066,2,276.33,280.51,279.35,279.11
2067,2,278.30,278.25,275.28,278.86
2068,2,274.13,276.87,277.56,279.59
2069,2,276.81,275.29,278.63,277.69
2070,2,279.05,280.97,279.45,277.07
2071,2,276.25,281.67,276.11,277.32
2072,2,274.40,277.73,277.13,279.85
2073,2,276.57,278.48,279.30,273.53
2074,2,276.25,277.66,278.48,278.30
2075,2,276.45,278.54,279.82,280.07
2076,2,275.49,278.63,278.91,279.71
2077,2,278.10,279.41,279.31,276.11
2078,2,273.00,277.83,279.53,282.25
2079,2,275.93,277.05,279.59,277.34
2080,2,277.59,281.48,279.59,278.90
2081,2,275.22,278.72,280.32,278.47
2082,2,280.12,276.71,280.54,277.34
2083,2,277.95,279.65,279.87,278.01
2084,2,279.21,276.60,280.01,276.59
2085,2,274.97,280.38,281.65,278.45
2086,2,277.70,279.63,276.41,278.41
2087,2,274.49,281.46,278.57,277.65
2088,2,270.97,278.97,283.30,277.46
2089,2,278.36,282.98,280.48,277.52
2090,2,273.58,280.91,280.76,279.63
2091,2,279.75,280.30,280.86,278.88
2092,2,277.51,279.25,278.46,277.64
2093,2,279.00,279.52,276.99,279.60
2094,2,276.99,277.22,283.23,277.30
2095,2,275.12,279.67,279.10,277.98
2096,2,278.52,276.77,280.72,276.13
2097,2,277.39,281.45,279.62,278.58
2098,2,277.20,280.18,277.63,280.54
2099,2,280.09,279.44,279.65,275.81
2100,2,277.49,280.80,282.68,276.49
2001,3,279.10,279.59,281.03,282.35
2002,3,279.27,280.01,280.49,282.77
2003,3,281.16,281.77,281.72,276.82
2004,3,282.22,282.61,282.13,280.99
2005,3,279.78,279.70,275.19,280.64
2006,3,280.43,279.13,281.49,285.62
2007,3,278.63,281.68,281.11,280.44
2008,3,282.66,283.62,279.94,278.71
2009,3,280.49,280.20,279.08,284.03
2010,3,282.11,278.79,282.80,280.54
2011,3,281.40,280.95,282.39,275.60
2012,3,283.33,280.88,279.88,280.28
2013,3,279.07,279.68,281.71,282.52
2014,3,281.19,281.31,282.23,283.40
2015,3,281.91,282.38,282.21,281.60
2016,3,282.80,281.48,280.56,283.09
2017,3,279.29,281.33,276.53,281.28
2018,3,280.31,282.62,282.58,278.47
2019,3,281.61,281.49,278.67,279.64
2020,3,279.61,282.31,282.65,280.62
2021,3,283.37,280.13,282.45,281.14
2022,3,279.47,282.97,280.43,279.08
2023,3,278.15,283.11,279.94,280.12
2024,3,284.57,280.62,284.73,280.69
2025,3,282.54,281.25,283.84,281.49
2026,3,278.65,283.68,281.19,282.42
2027,3,281.86,281.95,282.94,284.23
2028,3,277.17,281.90,283.78,281.09
2029,3,285.08,279.52,282.25,282.94
2030,3,281.89,280.25,284.89,280.38
2031,3,281.71,286.20,277.16,282.79
2032,3,281.59,280.28,282.18,278.84
2033,3,283.09,282.66,282.44,283.20
2034,3,279.02,280.84,277.01,284.25
2035,3,277.75,281.50,280.77,281.01
2036,3,284.08,282.76,281.90,283.40
2037,3,284.96,281.11,281.79,281.26
2038,3,279.09,282.40,283.41,283.02
2039,3,282.28,279.17,279.73,280.96
2040,3,280.91,280.76,282.14,283.43
2041,3,277.87,281.54,283.17,281.41
2042,3,278.70,282.91,282.60,281.13
2043,3,281.59,280.95,284.67,284.78
2044,3,281.29,284.00,284.22,283.47
2045,3,280.14,280.78,285.31,278.88
2046,3,281.75,280.56,284.57,282.81
2047,3,283.81,281.67,282.46,281.23
2048,3,282.95,281.98,282.17,281.62
2049,3,280.45,282.99,280.68,284.68
2050,3,283.07,282.42,281.57,286.73
2051,3,281.65,282.61,283.08,278.44
2052,3,284.00,282.90,281.80,279.76
2053,3,280.00,283.39,282.40,283.89
2054,3,278.77,283.68,285.63,282.21
2055,3,280.33,282.19,282.50,282.54
2056,3,283.56,281.81,281.86,280.75
2057,3,277.71,283.89,283.11,286.66
2058,3,280.80,282.74,284.38,282.08
2059,3,282.77,281.83,284.78,281.44
2060,3,283.49,279.10,284.30,279.98
2061,3,281.79,281.77,283.31,283.20
2062,3,281.00,277.36,282.73,286.15
2063,3,278.22,284.83,281.08,282.20
2064,3,281.82,281.41,285.34,284.72
2065,3,279.47,282.66,285.24,282.35
2066,3,281.31,286.83,285.80,281.92
2067,3,283.49,284.88,281.68,281.31
2068,3,279.45,284.10,284.35,285.22
2069,3,280.81,281.49,283.78,281.83
2070,3,284.19,282.09,283.43,279.07
2071,3,283.16,283.68,285.33,284.43
2072,3,282.17,281.72,283.31,285.23
2073,3,280.33,282.08,285.72,281.20
2074,3,276.73,283.72,280.61,283.51
2075,3,283.53,280.86,281.08,285.08
2076,3,280.55,286.59,281.38,282.34
2077,3,279.52,283.29,281.73,282.94
2078,3,283.08,283.25,286.76,282.16
2079,3,280.21,284.46,287.23,282.11
2080,3,280.90,281.09,281.99,281.98
2081,3,284.13,282.63,282.47,281.80
2082,3,282.28,284.55,283.81,283.57
2083,3,279.16,283.42,285.01,280.21
2084,3,281.00,283.08,281.93,281.53
2085,3,279.20,284.38,285.18,282.39
2086,3,278.83,283.75,281.85,280.53
2087,3,279.25,285.98,286.47,281.81
2088,3,280.29,283.18,286.38,281.10
2089,3,280.74,283.83,284.19,282.20
2090,3,276.99,285.76,281.38,284.48
2091,3,283.61,285.45,287.37,281.03
2092,3,280.28,281.59,286.73,281.15
2093,3,282.93,283.55,285.99,283.73
2094,3,279.87,282.11,283.44,282.91
2095,3,281.80,287.16,286.61,283.22
2096,3,280.55,282.20,286.88,283.01
2097,3,285.56,282.10,284.88,283.20
2098,3,280.78,281.05,284.22,285.26
2099,3,280.52,281.87,284.47,280.35
2100,3,278.89,285.40,283.19,282.12
2001,4,286.20,289.16,286.17,287.60
2002,4,287.61,287.66,283.04,289.09
2003,4,287.86,287.02,289.55,286.15
2004,4,289.82,284.09,287.29,289.28
2005,4,283.36,286.18,287.53,286.80
2006,4,286.48,289.12,283.67,288.18
2007,4,283.54,284.09,289.63,285.16
2008,4,292.11,288.85,285.60,285.09
2009,4,288.53,289.19,287.98,285.24
2010,4,286.79,288.89,280.50,291.46
2011,4,286.46,284.44,288.32,284.39
2012,4,285.74,286.50,285.27,286.99
2013,4,286.49,287.51,287.18,288.59
2014,4,285.55,288.45,287.71,289.15
2015,4,289.25,286.24,286.61,288.10
2016,4,286.03,288.99,286.93,286.82
2017,4,282.85,288.30,288.40,285.30
2018,4,286.53,286.68,289.50,285.50
2019,4,287.34,288.28,287.37,284.71
2020,4,286.44,287.35,290.05,285.36
2021,4,288.53,288.57,288.63,285.47
2022,4,286.09,288.45,288.41,285.13
2023,4,282.53,289.99,288.89,287.73
2024,4,288.54,286.74,290.76,287.49
2025,4,286.36,286.95,282.47,287.97
2026,4,286.40,287.43,288.65,289.40
2027,4,285.95,289.35,286.82,290.59
2028,4,286.63,286.87,288.54,287.67
2029,4,286.54,286.07,287.62,288.77
2030,4,290.27,287.93,289.11,290.07
2031,4,288.03,287.73,287.70,287.20
2032,4,285.28,289.60,287.34,286.10
2033,4,289.19,289.26,286.18,286.10
2034,4,285.28,285.92,288.76,286.01
2035,4,285.19,287.31,289.83,290.74
2036,4,287.54,282.64,288.36,287.25
2037,4,288.73,287.66,286.88,288.55
2038,4,288.45,287.03,287.12,288.81
2039,4,286.27,287.60,288.42,288.81
2040,4,286.08,286.82,288.97,289.29
2041,4,287.69,284.61,287.83,290.46
2042,4,286.01,288.12,291.15,286.65
2043,4,287.12,287.25,291.66,290.71
2044,4,288.48,290.33,287.19,288.69
2045,4,286.97,286.32,288.79,287.62
2046,4,285.78,290.51,289.54,286.73
2047,4,285.40,289.80,289.65,284.98
2048,4,288.28,289.68,288.55,286.89
2049,4,285.50,289.11,290.22,291.21
2050,4,289.67,289.46,289.03,289.12
2051,4,288.25,287.98,290.39,290.44
2052,4,289.58,287.43,289.86,289.17
2053,4,284.97,286.84,291.02,290.85
2054,4,283.93,287.98,286.85,287.71
2055,4,287.23,291.49,289.03,287.87
2056,4,290.89,288.59,284.65,288.93
2057,4,290.04,291.20,292.54,285.90
2058,4,284.35,290.53,289.60,289.78
2059,4,285.15,293.21,292.72,287.01
2060,4,286.10,288.71,288.14,289.08
2061,4,284.50,288.96,290.48,289.32
2062,4,286.95,290.72,287.85,291.45
2063,4,284.36,288.53,286.38,286.27
2064,4,287.81,287.64,291.13,288.18
2065,4,287.41,291.90,292.38,288.98
2066,4,285.05,291.07,286.05,284.38
2067,4,289.04,291.29,288.57,287.75
2068,4,282.62,287.61,289.37,288.94
2069,4,288.07,291.04,288.75,287.65
2070,4,287.80,289.98,290.71,287.02
2071,4,287.01,291.59,292.45,289.11
2072,4,287.71,289.76,289.20,290.80
2073,4,287.16,288.16,285.65,288.72
2074,4,287.46,291.40,288.06,285.25
2075,4,286.54,292.37,290.90,292.80
2076,4,284.40,290.18,287.27,290.09
2077,4,285.46,292.72,290.00,287.04
2078,4,288.59,290.31,288.06,291.95
2079,4,287.35,292.74,293.36,290.21
2080,4,286.40,293.05,288.78,289.12
2081,4,287.16,290.28,285.48,288.33
2082,4,283.16,288.88,288.90,288.14
2083,4,285.31,292.00,290.60,288.09
2084,4,287.42,289.39,290.16,287.99
2085,4,285.19,291.34,288.66,287.90
2086,4,286.78,291.07,289.13,286.98
2087,4,285.03,291.12,290.87,288.61
2088,4,289.59,285.67,291.38,285.90
2089,4,286.62,291.00,287.16,288.51
2090,4,285.47,291.75,290.72,284.38
2091,4,286.54,293.63,293.78,286.88
2092,4,287.29,289.97,292.79,287.35
2093,4,287.99,290.65,290.94,287.13
2094,4,288.18,290.83,293.05,285.79
2095,4,284.04,291.66,292.02,289.97
2096,4,285.11,290.30,291.61,290.66
2097,4,287.18,289.65,289.90,289.61
2098,4,288.10,290.32,292.58,285.93
2099,4,288.42,290.80,293.15,287.72
2100,4,285.63,288.95,290.12,292.69
2001,5,294.20,292.67,290.00,295.06
2002,5,289.29,291.21,290.50,291.92
2003,5,292.94,295.42,296.33,292.81
2004,5,290.91,294.85,294.01,295.35
2005,5,296.34,290.77,292.15,291.58
2006,5,297.55,296.47,290.54,292.75
2007,5,293.45,291.08,294.50,290.46
2008,5,294.52,288.93,288.70,290.41
2009,5,293.26,292.89,291.79,292.08
2010,5,293.99,291.95,289.40,296.11
2011,5,292.63,291.33,292.07,293.12
2012,5,290.64,291.88,291.21,295.56
2013,5,290.48,293.39,288.40,294.48
2014,5,292.70,294.40,295.58,292.23
2015,5,291.77,296.62,290.90,289.11
2016,5,294.14,293.70,293.37,294.31
2017,5,293.14,294.87,294.22,289.25
2018,5,293.12,294.39,294.12,290.69
2019,5,293.35,296.58,292.58,293.21
2020,5,291.68,294.29,293.90,293.33
2021,5,293.48,294.74,293.94,295.95
2022,5,292.19,291.35,292.45,294.62
2023,5,291.44,293.95,294.61,292.86
2024,5,293.50,296.03,296.91,294.40
2025,5,290.30,295.79,290.73,291.88
2026,5,291.02,290.01,292.45,297.71
2027,5,293.18,294.66,291.55,290.92
2028,5,291.79,296.26,295.37,294.02
2029,5,292.50,293.36,290.39,290.04
2030,5,292.77,288.43,298.64,292.82
2031,5,293.71,294.39,291.73,293.03
2032,5,295.95,296.67,293.54,294.78
2033,5,292.27,293.46,294.58,297.13
2034,5,292.51,292.85,295.62,296.35
2035,5,290.82,291.72,296.51,295.81
2036,5,293.68,289.96,292.60,296.34
2037,5,294.22,296.48,291.45,297.60
2038,5,296.65,296.30,296.89,293.25
2039,5,292.68,292.65,294.33,293.20
2040,5,293.86,294.20,296.78,294.80
2041,5,292.28,293.76,296.13,296.23
2042,5,293.14,292.47,295.12,291.39
2043,5,292.41,293.49,296.41,295.82
2044,5,294.54,294.12,297.25,290.55
2045,5,290.58,295.56,295.15,295.77
2046,5,293.71,297.51,294.04,293.10
2047,5,294.79,291.96,295.17,292.13
2048,5,291.75,297.80,292.35,294.65
2049,5,292.18,296.73,296.05,296.90
2050,5,294.47,294.83,295.13,296.14
2051,5,292.44,293.01,291.61,292.14
2052,5,292.63,296.30,292.51,294.48
2053,5,293.05,296.07,296.76,295.74
2054,5,295.02,293.12,294.00,293.08
2055,5,298.10,294.70,299.28,293.37
2056,5,291.42,295.17,291.59,293.30
2057,5,295.03,296.22,296.10,293.88
2058,5,292.54,296.08,291.61,294.15
2059,5,289.26,294.42,297.20,294.07
2060,5,293.53,290.68,294.49,295.82
2061,5,292.48,293.27,296.35,292.06
2062,5,292.29,292.59,296.01,297.06
2063,5,290.52,295.50,293.59,291.67
2064,5,297.29,294.69,290.97,296.09
2065,5,289.41,297.58,295.66,295.34
2066,5,290.97,296.43,292.72,291.14
2067,5,295.02,296.72,294.17,294.21
2068,5,291.19,295.99,297.38,294.54
2069,5,294.47,293.73,296.34,295.49
2070,5,291.66,294.48,296.15,296.83
2071,5,294.63,295.22,293.95,296.74
2072,5,292.55,292.05,293.32,295.47
2073,5,295.52,291.69,295.81,291.05
2074,5,292.16,297.13,296.39,294.90
2075,5,293.23,296.59,295.83,293.36
2076,5,292.20,298.24,292.93,298.69
2077,5,291.76,292.18,300.23,295.18
2078,5,292.66,298.33,295.62,293.66
2079,5,294.55,294.42,295.83,295.99
2080,5,292.14,295.99,293.76,297.81
2081,5,294.60,297.86,295.37,295.33
2082,5,291.37,295.30,295.68,293.63
2083,5,293.84,297.74,298.80,294.18
2084,5,294.87,298.43,300.94,293.39
2085,5,292.78,296.05,299.42,297.20
2086,5,290.66,294.90,294.62,292.62
2087,5,292.97,295.02,296.93,297.25
2088,5,292.99,293.71,298.86,294.40
2089,5,294.31,295.19,293.59,295.75
2090,5,290.00,296.96,298.42,295.25
2091,5,295.10,298.19,297.26,293.37
2092,5,290.79,292.61,297.16,294.96
2093,5,289.81,296.53,296.60,295.01
2094,5,293.71,294.47,295.15,296.48
2095,5,290.70,299.59,297.79,296.71
2096,5,291.32,296.29,296.69,298.30
2097,5,292.50,295.30,295.60,296.29
2098,5,291.23,299.03,296.02,295.46
2099,5,295.97,293.98,301.78,298.46
2100,5,293.57,295.89,296.48,294.98
2001,6,298.79,297.07,294.95,298.47
2002,6,298.80,298.32,299.88,301.84
2003,6,296.33,299.15,302.71,297.15
2004,6,296.08,296.00,304.78,300.52
2005,6,299.81,295.87,298.17,300.05
2006,6,300.54,302.68,300.59,294.48
2007,6,298.57,297.41,299.34,297.66
2008,6,301.71,299.69,294.39,299.30
2009,6,297.86,296.62,296.69,298.60
2010,6,300.36,297.41,296.92,301.20
2011,6,296.73,299.92,295.46,299.53
2012,6,297.90,296.38,295.77,302.11
2013,6,296.20,294.89,296.04,298.10
2014,6,298.35,297.26,296.48,303.22
2015,6,297.68,299.33,296.07,297.60
2016,6,295.99,300.36,300.04,299.25
2017,6,297.77,297.79,298.86,296.60
2018,6,299.01,297.88,298.48,300.20
2019,6,297.87,297.42,299.42,298.78
2020,6,297.35,299.59,303.07,299.43
2021,6,297.93,298.46,296.49,296.01
2022,6,297.05,294.72,298.31,302.02
2023,6,302.22,300.24,304.14,301.84
2024,6,297.25,304.12,299.10,300.30
2025,6,295.75,300.80,300.24,298.85
2026,6,299.64,296.23,298.34,299.99
2027,6,297.37,297.83,298.32,299.70
2028,6,299.65,301.37,303.73,298.98
2029,6,297.90,297.46,295.12,296.42
2030,6,295.56,295.40,301.97,304.31
2031,6,298.43,303.07,295.08,297.13
2032,6,301.16,295.81,296.76,298.43
2033,6,298.57,303.27,299.77,297.72
2034,6,297.10,299.34,300.11,305.36
2035,6,294.88,299.37,303.65,301.51
2036,6,298.20,297.01,297.11,302.01
2037,6,300.48,305.08,300.02,300.39
2038,6,297.72,304.18,297.68,301.88
2039,6,295.83,297.85,302.69,305.93
2040,6,299.77,303.10,302.84,298.88
2041,6,297.61,300.89,300.80,300.34
2042,6,296.33,296.80,302.95,295.48
2043,6,300.47,297.67,301.49,302.12
2044,6,294.76,297.89,302.25,298.23
2045,6,296.82,297.91,303.09,299.81
2046,6,301.50,302.10,303.67,299.30
2047,6,303.11,299.99,299.75,297.22
2048,6,298.88,301.98,298.55,300.84
2049,6,297.11,297.56,296.88,301.51
2050,6,297.21,302.05,300.37,304.16
2051,6,298.66,296.01,298.88,303.51
2052,6,298.08,305.21,301.81,300.58
2053,6,303.06,303.86,300.29,297.68
2054,6,298.06,301.71,302.81,301.52
2055,6,300.10,303.15,306.49,299.97
2056,6,300.47,303.26,296.54,301.54
2057,6,302.50,302.68,305.92,298.13
2058,6,300.86,299.91,298.08,301.87
2059,6,298.67,303.61,301.90,299.96
2060,6,300.30,296.57,300.83,302.41
2061,6,296.91,296.82,302.96,296.54
2062,6,297.67,297.19,301.07,300.76
2063,6,293.97,304.43,300.41,300.07
2064,6,298.44,298.90,295.64,301.04
2065,6,294.99,298.38,300.79,298.94
2066,6,295.93,306.39,297.38,301.24
2067,6,299.30,302.16,302.08,296.10
2068,6,299.97,303.94,303.32,302.40
2069,6,295.71,299.31,300.99,303.82
2070,6,302.40,300.68,307.42,306.76
2071,6,298.85,300.18,299.25,301.73
2072,6,298.11,298.91,300.94,303.83
2073,6,299.81,295.91,301.86,297.47
2074,6,295.98,299.15,300.41,306.01
2075,6,295.56,304.73,302.55,301.56
2076,6,297.06,308.91,297.31,306.72
2077,6,298.83,296.73,304.84,305.54
2078,6,300.05,301.78,298.95,299.85
2079,6,296.33,297.41,302.79,302.13
2080,6,294.19,301.60,302.30,306.15
2081,6,298.60,298.13,297.65,298.09
2082,6,299.71,304.53,305.72,299.43
2083,6,301.40,297.06,303.71,300.81
2084,6,298.18,300.98,304.41,300.61
2085,6,297.26,299.75,304.09,304.42
2086,6,298.87,299.15,300.09,298.11
2087,6,296.58,302.07,305.62,302.93
2088,6,303.86,298.74,303.29,297.52
2089,6,299.62,302.08,299.41,304.59
2090,6,298.66,302.21,304.39,298.99
2091,6,303.74,303.28,301.26,299.61
2092,6,295.40,297.94,306.87,300.69
2093,6,295.20,304.59,303.67,300.33
2094,6,303.69,301.45,300.64,299.67
2095,6,296.32,305.11,302.15,305.68
2096,6,296.16,302.76,302.09,299.62
2097,6,299.16,303.82,299.95,300.15
2098,6,298.67,303.45,298.02,298.06
2099,6,302.32,299.56,298.84,300.36
2100,6,297.44,298.03,302.86,300.60
2001,7,305.51,302.18,299.17,304.10
2002,7,301.48,305.00,303.74,304.99
2003,7,302.72,303.84,306.92,302.92
2004,7,300.33,302.06,304.83,305.45
2005,7,300.67,303.13,300.99,302.21
2006,7,305.65,303.97,304.13,298.39
2007,7,301.13,300.32,304.46,304.97
2008,7,300.90,303.53,299.28,301.12
2009,7,303.95,301.46,302.58,303.51
2010,7,303.01,306.32,303.46,300.14
2011,7,298.86,303.83,300.47,302.71
2012,7,300.12,302.62,299.72,305.02
2013,7,297.13,304.22,299.69,299.36
2014,7,297.29,303.48,297.89,306.92
2015,7,302.59,298.14,305.31,305.31
2016,7,306.87,305.77,306.88,306.34
2017,7,301.66,306.30,304.05,299.43
2018,7,304.82,302.05,299.99,301.33
2019,7,298.62,306.00,305.42,305.56
2020,7,304.45,302.68,305.91,298.93
2021,7,301.34,298.42,297.10,304.70
2022,7,300.29,297.19,304.95,301.17
2023,7,305.73,300.97,307.30,306.70
2024,7,303.37,307.05,298.45,306.07
2025,7,305.24,304.75,302.14,304.12
2026,7,306.57,304.99,302.46,303.72
2027,7,307.32,304.96,302.90,307.09
2028,7,302.41,306.66,307.22,299.99
2029,7,303.92,302.91,298.76,304.49
2030,7,301.44,298.53,303.43,302.47
2031,7,300.77,305.67,298.83,300.14
2032,7,305.78,298.34,303.07,304.82
2033,7,302.64,305.57,306.24,305.83
2034,7,302.23,302.58,304.63,304.11
2035,7,300.88,305.44,305.67,301.04
2036,7,302.10,297.81,300.02,304.40
2037,7,303.84,307.50,302.75,307.66
2038,7,301.93,304.47,301.42,300.52
2039,7,296.46,299.23,307.34,307.39
2040,7,304.76,306.98,304.16,305.26
2041,7,303.98,305.35,303.82,309.02
2042,7,301.45,306.18,305.32,298.25
2043,7,306.39,302.72,306.14,307.83
2044,7,303.05,306.82,308.40,304.54
2045,7,304.97,303.49,304.43,306.74
2046,7,306.04,305.17,309.62,305.59
2047,7,306.05,306.54,308.93,305.66
2048,7,306.51,306.88,306.04,307.42
2049,7,303.05,300.79,307.53,304.06
2050,7,303.27,306.59,305.43,306.95
2051,7,306.99,298.58,307.47,303.63
2052,7,305.14,308.35,307.48,302.19
2053,7,301.38,307.51,305.54,305.76
2054,7,302.52,307.47,309.27,301.63
2055,7,304.91,302.94,308.27,306.17
2056,7,301.98,306.84,302.02,305.29
2057,7,305.24,309.22,307.22,304.21
2058,7,306.69,308.94,303.52,305.81
2059,7,304.56,305.92,304.24,307.49
2060,7,304.42,299.28,307.92,306.12
2061,7,306.37,300.37,307.42,298.13
2062,7,303.09,305.05,306.21,306.78
2063,7,302.42,303.25,306.09,307.11
