,,Committed,Scenario A1B,Scenario A2,Scenario B1
Year,Month,øK,øK,øK,øK
2022,6,285.20,287.34,286.61,287.09
2023,6,286.23,283.33,287.42,286.49
2024,6,285.95,285.08,285.65,286.52
2025,6,284.73,285.21,286.56,286.56
2026,6,287.63,285.22,287.54,285.26
2027,6,285.07,284.11,286.41,294.39
2028,6,286.71,285.01,287.65,285.24
2029,6,288.61,288.16,285.62,284.50
2030,6,282.73,283.84,283.88,284.63
2031,6,286.88,288.34,284.14,288.51
2032,6,287.47,285.82,288.39,287.14
2033,6,288.01,291.06,285.28,284.68
2034,6,283.69,282.23,286.96,287.62
2035,6,286.41,284.66,289.46,290.06
2036,6,284.42,287.63,285.69,287.02
2037,6,287.14,288.63,287.52,287.42
2038,6,285.02,287.21,284.40,287.25
2039,6,287.11,287.50,285.65,286.55
2040,6,284.74,287.36,286.93,290.82
2041,6,285.24,286.90,288.19,285.08
2042,6,287.06,287.33,285.07,285.33
2043,6,289.54,285.98,289.69,285.52
2044,6,281.40,287.93,288.36,285.76
2045,6,286.30,290.94,286.70,283.75
2046,6,284.57,286.54,287.76,286.25
2047,6,286.86,287.28,286.98,287.63
2048,6,287.46,289.69,288.57,287.50
2049,6,286.80,289.53,285.22,289.06
2050,6,286.23,289.26,289.34,286.64
2051,6,284.59,291.79,287.03,286.75
2052,6,285.98,288.38,286.55,282.46
2053,6,284.64,286.27,287.58,288.41
2054,6,285.05,287.82,286.82,288.05
2055,6,286.71,287.01,289.05,286.72
2056,6,285.46,287.10,290.75,287.44
2057,6,282.84,286.67,288.24,286.60
2058,6,285.36,291.53,288.12,286.59
2059,6,287.10,288.56,287.11,288.47
2060,6,287.36,287.31,290.06,287.76
2061,6,284.87,285.38,287.60,288.97
2062,6,283.42,287.43,286.81,286.94
2063,6,281.64,288.99,288.89,287.63
2064,6,284.87,285.82,286.16,285.93
2065,6,286.61,288.98,286.88,287.42
2066,6,288.29,287.42,289.72,285.05
2067,6,285.51,286.58,289.47,286.24
2068,6,286.66,289.83,288.78,288.13
2069,6,283.71,287.51,289.14,288.77
2070,6,288.17,289.83,288.26,286.99
2071,6,285.94,288.50,285.17,286.22
2072,6,284.09,287.47,290.17,289.69
2073,6,283.05,286.21,288.40,288.25
2074,6,284.30,285.03,286.51,288.52
2075,6,287.25,286.74,288.95,286.69
2076,6,286.50,288.56,286.47,287.87
2077,6,291.63,287.14,290.48,290.58
2078,6,285.80,286.02,287.20,288.00
2079,6,285.60,288.45,288.27,286.46
2080,6,285.53,288.54,290.33,287.56
2081,6,286.13,287.27,289.40,287.66
2082,6,287.97,292.34,287.90,288.48
2083,6,288.06,289.90,288.92,292.41
2084,6,284.57,287.51,292.05,289.05
2085,6,283.08,285.54,289.07,287.60
2086,6,287.35,285.85,289.88,284.23
2087,6,285.66,287.95,288.09,285.86
2088,6,286.52,286.97,288.04,287.23
2089,6,287.23,288.78,287.05,289.59
2090,6,284.77,286.60,287.85,287.75
2091,6,284.57,286.92,291.83,288.15
2092,6,285.40,288.91,290.65,287.02
2093,6,282.91,289.50,290.66,287.94
2094,6,285.95,287.59,291.37,287.49
2095,6,285.06,288.19,291.11,288.01
2096,6,284.18,289.43,289.66,286.50
2097,6,289.23,286.65,289.21,285.41
2098,6,289.37,287.91,291.16,285.75
2099,6,287.64,289.79,292.52,286.49
2100,6,285.68,284.11,287.71,285.79
2001,7,290.81,287.27,290.69,287.76
2002,7,289.71,291.17,289.41,293.75
2003,7,288.49,289.52,288.47,289.14
2004,7,287.61,291.58,289.84,289.65
2005,7,288.71,290.54,287.10,287.16
2006,7,291.26,290.20,290.17,288.20
2007,7,290.38,289.47,287.34,285.85
2008,7,291.30,286.99,288.30,291.11
2009,7,287.77,290.92,288.49,291.89
2010,7,288.38,290.22,286.95,289.06
2011,7,288.68,288.91,287.48,290.18
2012,7,286.01,288.11,290.70,290.51
2013,7,288.63,292.12,290.39,289.76
2014,7,286.81,292.22,289.93,291.82
2015,7,289.08,287.40,288.11,292.76
2016,7,290.83,289.94,290.52,287.46
2017,7,289.59,289.49,288.58,292.79
2018,7,290.31,288.72,288.29,289.35
2019,7,290.15,288.01,291.43,289.80
2020,7,289.82,288.81,293.69,288.63
2021,7,288.03,289.29,290.62,288.68
2022,7,289.25,290.61,291.61,289.06
2023,7,289.17,287.60,292.68,289.32
2024,7,291.65,287.40,290.69,289.69
2025,7,289.11,286.63,290.89,289.90
2026,7,289.45,288.08,287.98,290.43
2027,7,286.77,287.29,290.92,292.18
2028,7,289.43,288.68,289.73,290.90
2029,7,289.00,289.44,289.72,288.83
2030,7,289.82,287.63,290.84,288.42
2031,7,293.44,289.76,292.28,290.46
2032,7,287.59,288.57,288.58,288.62
2033,7,292.65,288.58,290.21,291.57
2034,7,289.69,288.69,290.89,287.89
2035,7,288.27,289.05,293.81,289.01
2036,7,291.65,291.23,292.30,290.65
2037,7,288.44,291.35,291.82,291.38
2038,7,290.10,289.94,291.35,289.80
2039,7,287.48,291.04,288.83,289.65
2040,7,290.36,286.74,289.50,291.66
2041,7,289.83,291.09,291.28,291.81
2042,7,287.80,291.44,289.70,291.14
2043,7,293.13,291.16,292.76,293.29
2044,7,288.38,293.04,293.30,290.70
2045,7,286.39,292.94,291.82,288.94
2046,7,287.28,291.94,292.75,290.69
2047,7,285.71,292.07,288.83,290.53
2048,7,288.81,290.09,293.30,292.05
2049,7,289.16,291.18,292.63,290.67
2050,7,291.33,296.13,296.13,288.41
2051,7,287.84,290.50,291.87,289.12
2052,7,286.15,293.95,290.07,292.08
2053,7,290.83,292.12,292.66,292.61
2054,7,289.20,292.27,290.06,290.42
2055,7,287.48,293.09,292.84,288.69
