,,Committed,Scenario A1B,Scenario A2,Scenario B1
2052,1,244.35,251.82,241.56,249.04
2053,1,251.12,250.61,241.77,247.82
2054,1,240.89,246.26,243.88,244.07
2055,1,243.90,244.60,244.73,243.13
2056,1,244.87,235.39,246.33,248.00
2057,1,244.95,250.37,242.61,244.00
2058,1,243.10,248.91,248.05,247.75
2059,1,245.25,245.95,253.22,245.82
2060,1,250.07,248.44,256.13,247.14
2061,1,241.90,246.83,255.31,247.16
2062,1,239.33,254.86,249.62,241.13
2063,1,240.13,244.80,251.67,244.86
2064,1,241.74,246.79,254.71,241.48
2065,1,239.03,243.27,251.89,248.73
2066,1,240.40,249.64,238.49,246.30
2067,1,243.80,243.70,245.49,248.65
2068,1,248.36,248.84,250.39,251.24
2069,1,240.09,253.07,248.19,243.19
2070,1,250.72,257.42,259.04,251.06
2071,1,241.41,249.20,248.33,237.80
2072,1,237.87,244.88,245.73,242.55
2073,1,242.90,237.49,243.93,240.99
2074,1,248.07,244.83,247.02,246.64
2075,1,236.85,249.28,250.48,249.40
2076,1,242.58,248.83,248.30,247.50
2077,1,241.72,245.86,251.99,250.19
2078,1,242.65,250.45,249.43,245.53
2079,1,246.25,247.69,251.05,244.53
2080,1,245.38,246.19,249.73,246.28
2081,1,245.31,247.78,253.16,247.52
2082,1,240.45,250.23,252.47,244.46
2083,1,244.78,251.82,253.19,248.67
2084,1,238.63,251.73,241.90,254.97
2085,1,243.23,248.77,250.36,250.08
2086,1,245.34,251.32,251.51,247.29
2087,1,247.16,253.75,252.88,236.36
2088,1,240.93,240.51,249.49,245.53
2089,1,248.17,249.72,251.73,244.27
2090,1,231.34,247.00,249.97,244.53
2091,1,246.18,249.01,255.30,251.88
2092,1,246.06,253.86,248.92,244.21
2093,1,243.72,248.56,247.94,246.42
2094,1,240.63,250.53,251.22,242.71
2095,1,248.83,249.52,250.18,242.06
2096,1,240.82,253.09,253.08,251.27
2097,1,240.48,256.48,247.44,245.17
2098,1,242.73,251.55,257.43,248.46
2099,1,244.80,254.53,253.12,242.10
2100,1,247.09,250.56,258.52,247.22
2001,2,241.26,240.80,240.84,239.56
2002,2,232.67,237.75,249.36,243.24
2003,2,241.74,241.37,243.83,240.22
2004,2,237.19,238.95,237.21,236.13
2005,2,241.79,239.51,239.87,233.39
2006,2,242.57,236.09,251.23,239.26
2007,2,249.42,244.10,243.97,248.52
2008,2,235.73,239.83,247.59,238.49
2009,2,235.26,243.52,247.48,239.19
2010,2,238.33,238.21,237.48,233.36
2011,2,244.79,246.51,245.71,242.58
2012,2,242.56,237.00,240.45,240.02
2013,2,244.64,245.36,237.04,252.17
2014,2,238.67,245.59,244.65,243.10
2015,2,240.59,250.99,246.37,245.57
2016,2,239.91,241.29,248.05,244.37
2017,2,246.59,239.28,237.86,235.90
2018,2,239.95,252.87,247.60,238.87
2019,2,241.58,242.23,240.40,245.34
2020,2,241.53,240.81,250.12,244.38
2021,2,243.04,238.64,245.99,241.37
2022,2,251.94,246.02,238.09,240.64
2023,2,241.10,244.92,246.56,241.15
2024,2,236.44,242.18,245.37,244.54
2025,2,243.46,247.70,244.17,236.69
2026,2,245.74,239.46,249.27,248.58
2027,2,240.77,251.22,247.07,236.57
2028,2,242.96,247.46,241.62,252.40
2029,2,239.14,243.28,244.34,243.21
2030,2,241.95,240.07,239.57,253.17
2031,2,245.07,246.52,248.73,247.45
2032,2,245.82,244.25,240.35,242.72
2033,2,236.15,245.28,237.21,241.91
2034,2,246.56,250.12,247.12,242.85
2035,2,242.56,239.76,236.10,242.87
2036,2,235.70,242.52,236.88,249.92
2037,2,238.10,243.74,252.97,242.45
2038,2,238.39,241.37,245.67,248.05
2039,2,244.37,245.45,249.80,252.22
2040,2,247.42,247.60,243.39,248.57
2041,2,248.27,236.54,237.63,242.03
2042,2,241.18,239.77,247.02,244.55
2043,2,246.21,237.08,247.33,237.42
2044,2,240.62,240.08,242.21,240.55
2045,2,239.70,241.70,248.54,243.12
2046,2,245.54,236.46,246.50,244.68
2047,2,244.49,239.89,238.69,241.73
2048,2,247.25,250.91,242.14,241.28
2049,2,250.25,244.94,247.24,248.46
2050,2,239.16,244.69,238.12,247.13
2051,2,240.30,248.73,243.31,242.05
2052,2,242.03,248.88,248.45,246.10
2053,2,245.60,252.08,242.81,247.92
2054,2,252.64,244.82,246.42,249.15
2055,2,241.53,246.41,250.51,253.29
2056,2,237.67,245.50,248.36,247.63
2057,2,238.34,242.59,249.07,240.83
2058,2,242.42,255.31,247.63,250.30
2059,2,236.87,242.71,255.29,240.72
2060,2,241.34,244.52,254.85,249.73
2061,2,250.25,246.99,249.00,252.28
2062,2,241.71,249.69,247.91,240.75
2063,2,243.04,242.31,250.12,246.56
2064,2,238.09,248.88,243.07,250.03
2065,2,240.76,243.39,249.97,251.81
2066,2,248.35,254.84,244.03,244.04
2067,2,243.80,252.64,249.92,242.41
2068,2,252.95,251.04,253.60,250.29
2069,2,238.77,245.64,243.27,234.10
2070,2,241.69,247.27,248.34,242.83
2071,2,245.85,244.09,243.51,247.74
2072,2,250.93,244.20,250.11,241.16
2073,2,241.79,244.70,247.38,243.20
2074,2,245.59,241.83,249.67,244.13
2075,2,240.17,243.36,249.44,246.81
2076,2,244.47,251.29,248.34,253.77
2077,2,248.89,246.30,249.40,251.12
2078,2,247.12,250.12,241.60,245.99
2079,2,245.05,255.97,250.29,245.90
2080,2,243.61,240.98,255.73,245.27
2081,2,241.34,251.51,252.76,244.23
2082,2,241.21,250.36,253.21,252.24
2083,2,247.65,247.05,250.33,242.98
2084,2,235.81,251.09,243.89,251.50
2085,2,244.99,248.49,247.69,243.01
2086,2,243.89,248.87,249.39,252.18
2087,2,247.51,254.11,252.28,236.32
2088,2,245.09,244.65,250.80,245.51
2089,2,251.00,245.12,252.35,257.80
2090,2,235.58,247.80,253.48,250.47
2091,2,238.58,249.90,254.06,249.82
2092,2,238.15,248.67,255.95,240.36
2093,2,243.82,239.24,246.98,245.11
2094,2,234.70,252.60,249.65,254.29
2095,2,240.37,250.71,252.18,240.11
2096,2,243.49,249.28,251.98,248.50
2097,2,238.56,249.84,253.17,243.92
2098,2,246.43,243.08,251.11,242.85
2099,2,246.92,253.09,256.12,246.54
2100,2,242.90,251.72,251.47,247.04
2001,3,244.46,243.94,244.51,249.88
2002,3,251.01,247.27,252.59,244.39
2003,3,247.42,242.30,248.59,247.89
2004,3,242.13,251.73,247.22,255.30
2005,3,251.57,248.91,246.04,252.54
2006,3,245.97,251.13,250.73,244.40
2007,3,251.01,241.06,252.07,248.93
2008,3,248.46,250.87,252.65,248.16
2009,3,246.40,248.74,251.29,250.75
2010,3,253.72,242.89,244.01,242.57
2011,3,245.84,249.19,248.38,252.74
2012,3,243.65,250.42,251.25,247.31
2013,3,250.52,248.92,247.45,252.69
2014,3,251.36,252.83,248.87,249.99
2015,3,255.98,255.20,247.56,243.26
2016,3,248.62,246.57,252.80,246.97
2017,3,245.42,248.83,246.28,242.28
2018,3,243.70,252.40,248.08,252.20
2019,3,254.30,243.03,246.68,246.73
2020,3,248.86,255.27,255.02,252.97
2021,3,248.31,247.69,246.73,247.08
2022,3,246.40,247.36,245.76,246.58
2023,3,249.99,249.01,246.82,251.90
2024,3,247.71,248.64,247.94,252.07
2025,3,247.47,257.83,249.01,242.48
2026,3,249.42,248.83,250.27,245.65
2027,3,251.39,254.02,252.81,257.71
2028,3,240.10,245.43,250.14,247.11
2029,3,246.86,246.06,252.57,260.45
2030,3,256.73,250.56,245.09,252.41
2031,3,247.78,258.54,248.66,253.82
2032,3,248.28,249.30,248.64,254.35
2033,3,246.36,255.33,251.15,247.51
2034,3,252.49,245.14,252.79,249.30
2035,3,245.59,250.37,243.67,246.89
2036,3,249.40,255.31,249.00,246.27
2037,3,257.08,248.71,254.28,249.16
2038,3,246.71,245.61,253.22,250.13
2039,3,250.09,245.25,246.82,245.81
2040,3,249.53,246.62,252.53,248.14
2041,3,248.17,256.21,250.73,248.49
2042,3,249.79,244.63,247.40,251.98
2043,3,249.81,249.11,252.46,254.15
2044,3,244.02,253.28,246.75,246.78
2045,3,248.74,249.40,247.48,247.68
2046,3,250.90,249.57,247.49,253.04
2047,3,246.80,250.85,251.85,250.48
2048,3,254.49,252.36,248.57,249.02
2049,3,244.94,252.06,249.03,246.35
2050,3,256.54,248.00,255.88,251.00
2051,3,249.87,248.34,249.08,243.71
2052,3,247.66,256.39,252.14,247.57
2053,3,254.34,253.34,247.05,247.41
2054,3,250.45,255.04,249.72,257.92
2055,3,243.45,252.84,256.62,254.73
2056,3,257.01,252.15,255.44,252.49
2057,3,249.48,249.53,248.40,246.27
2058,3,244.55,249.73,250.90,258.20
2059,3,249.16,250.16,253.87,252.91
2060,3,245.12,250.20,255.77,252.09
2061,3,245.10,253.31,256.79,250.34
2062,3,249.55,246.68,246.27,249.24
2063,3,244.65,252.71,252.04,256.03
2064,3,245.69,250.87,255.07,258.79
2065,3,247.86,255.39,249.19,255.60
2066,3,249.64,254.01,255.81,248.19
2067,3,257.25,252.80,251.78,252.84
2068,3,242.88,250.50,253.87,248.79
2069,3,245.89,249.23,255.66,246.74
2070,3,247.26,253.51,253.25,249.61
2071,3,252.11,247.47,247.30,250.75
2072,3,248.33,248.68,251.35,251.59
2073,3,249.78,252.56,246.68,244.69
2074,3,247.18,254.15,248.40,246.92
2075,3,247.90,263.23,255.37,244.82
2076,3,247.03,252.40,250.44,251.53
2077,3,248.55,248.30,253.63,259.46
2078,3,254.10,246.75,258.55,252.38
2079,3,254.35,255.96,252.14,249.01
2080,3,249.00,248.01,255.47,253.36
2081,3,238.63,248.05,258.71,247.87
2082,3,246.20,248.65,257.99,248.45
2083,3,245.84,260.85,253.76,247.13
2084,3,246.08,256.37,253.08,247.33
2085,3,251.13,243.92,262.83,243.45
2086,3,250.33,257.99,251.29,246.10
2087,3,250.62,254.35,253.32,246.73
2088,3,250.02,255.28,251.21,249.08
2089,3,245.39,258.87,255.24,249.56
2090,3,249.27,252.69,252.13,247.16
2091,3,248.11,256.95,249.79,248.87
2092,3,247.25,253.81,254.25,256.78
2093,3,260.93,257.06,250.24,255.48
2094,3,243.55,257.67,247.78,249.60
2095,3,249.84,253.36,257.00,254.44
2096,3,257.34,255.71,252.24,251.90
2097,3,259.96,252.45,253.06,259.17
2098,3,246.26,251.70,253.49,249.35
2099,3,248.42,255.34,256.76,250.82
2100,3,252.22,242.85,255.10,247.48
2001,4,257.27,260.19,266.12,255.30
2002,4,260.36,257.23,254.18,259.41
2003,4,253.81,262.50,258.93,268.00
2004,4,259.33,261.18,261.04,260.03
2005,4,258.58,256.58,262.26,256.06
2006,4,255.58,263.84,259.99,264.72
2007,4,260.31,259.35,261.33,266.13
2008,4,255.09,261.13,260.80,256.80
2009,4,264.09,263.48,258.97,266.10
2010,4,257.69,259.33,256.37,258.90
2011,4,264.98,261.66,260.37,263.25
2012,4,260.05,262.73,264.96,261.35
2013,4,260.94,254.31,257.87,262.42
2014,4,257.89,263.71,262.37,268.39
2015,4,261.64,261.38,259.75,259.47
2016,4,259.58,261.40,262.40,260.54
2017,4,258.20,259.34,257.26,253.10
2018,4,257.83,261.57,255.37,257.46
2019,4,267.37,263.51,256.99,262.95
2020,4,260.31,254.91,257.53,257.54
2021,4,263.07,260.94,256.21,259.98
2022,4,254.13,267.73,257.75,255.97
2023,4,259.72,257.35,262.16,262.06
2024,4,260.46,259.77,267.96,260.97
2025,4,259.88,258.53,258.73,263.52
2026,4,264.34,265.14,262.54,257.02
2027,4,253.05,254.41,261.37,263.60
2028,4,259.70,255.59,259.11,254.93
2029,4,258.18,259.92,259.36,263.63
2030,4,256.44,263.34,259.88,261.65
2031,4,259.63,262.09,255.80,261.82
2032,4,258.29,264.36,260.17,259.78
2033,4,256.79,256.19,263.71,264.22
2034,4,260.54,256.50,267.82,262.78
2035,4,264.90,261.14,260.77,271.02
2036,4,267.29,254.65,260.66,261.69
2037,4,258.31,263.94,264.10,262.67
2038,4,261.50,259.34,257.23,260.61
2039,4,257.77,267.08,261.35,263.26
2040,4,264.87,256.67,266.51,260.65
2041,4,258.26,259.65,262.64,259.82
2042,4,259.05,260.16,259.06,262.08
2043,4,261.71,259.32,258.23,261.56
2044,4,259.79,262.80,264.07,264.37
2045,4,257.09,267.49,262.85,267.49
2046,4,266.80,264.81,257.95,263.13
2047,4,256.72,263.33,261.84,262.03
2048,4,269.67,261.87,262.76,261.00
2049,4,260.41,262.97,259.96,263.35
2050,4,263.37,260.85,261.29,266.33
2051,4,254.59,253.56,262.02,259.70
2052,4,261.04,263.64,258.09,254.71
2053,4,262.58,255.79,259.47,261.09
2054,4,257.74,267.15,258.02,258.39
2055,4,257.74,262.77,265.23,257.48
2056,4,259.67,259.56,261.86,263.12
2057,4,262.67,256.53,261.64,259.59
2058,4,256.69,260.71,263.96,259.14
2059,4,264.02,267.27,266.45,267.72
2060,4,262.97,256.61,258.84,261.31
2061,4,255.45,265.91,268.91,262.80
2062,4,256.97,265.52,267.66,259.46
2063,4,257.85,260.53,262.59,260.46
2064,4,255.37,261.00,262.27,262.80
2065,4,265.21,267.24,264.66,265.54
2066,4,260.28,263.15,259.82,259.42
2067,4,259.83,263.28,263.09,260.66
2068,4,259.38,266.17,263.26,262.09
2069,4,260.93,263.46,262.34,265.86
2070,4,256.20,265.03,263.05,262.81
2071,4,265.91,264.05,261.47,262.94
2072,4,263.40,262.47,269.06,271.53
2073,4,260.65,260.81,265.89,255.88
2074,4,251.75,270.05,262.27,260.74
2075,4,262.62,263.79,264.16,258.45
2076,4,255.22,263.84,260.16,263.59
2077,4,258.46,266.83,261.82,267.60
2078,4,266.85,264.26,267.07,258.99
2079,4,262.88,261.48,260.29,260.89
2080,4,260.32,262.86,262.69,265.09
2081,4,259.89,261.46,262.97,269.53
2082,4,254.63,265.02,264.05,263.99
2083,4,262.17,267.10,268.86,261.61
2084,4,257.71,261.64,269.98,261.81
2085,4,256.20,261.15,263.44,264.17
2086,4,261.22,268.73,263.06,255.21
2087,4,259.47,264.74,268.88,259.85
2088,4,255.96,268.74,264.95,264.32
2089,4,258.07,256.77,267.19,264.52
2090,4,261.34,261.62,264.63,263.67
2091,4,257.52,269.46,262.17,264.39
2092,4,258.66,263.64,256.60,264.61
2093,4,263.32,266.31,269.42,264.60
2094,4,262.32,261.79,260.99,264.42
2095,4,256.97,263.43,268.99,265.07
2096,4,255.92,264.40,263.99,262.90
2097,4,266.74,259.74,266.15,254.87
2098,4,255.94,263.70,263.80,261.62
2099,4,255.99,261.37,263.16,257.38
2100,4,264.72,261.83,270.80,265.00
2001,5,275.48,272.25,275.30,273.71
2002,5,274.69,274.23,269.60,271.19
2003,5,270.12,268.28,270.72,272.80
2004,5,268.69,269.71,269.50,268.70
2005,5,265.12,272.49,273.99,268.50
2006,5,272.68,273.72,271.96,269.49
2007,5,274.34,272.09,275.21,276.43
2008,5,274.49,272.97,268.97,270.62
2009,5,275.02,274.83,267.74,274.27
2010,5,270.52,274.77,274.78,274.17
2011,5,265.63,271.72,271.64,271.55
2012,5,269.73,270.01,270.11,270.60
2013,5,273.58,271.28,264.56,273.84
2014,5,274.58,276.71,267.00,276.12
2015,5,275.64,269.62,265.87,273.05
2016,5,272.25,269.14,270.83,269.60
2017,5,272.20,268.62,269.13,271.07
2018,5,274.84,271.34,273.40,273.25
2019,5,275.01,276.10,272.99,277.90
2020,5,271.57,276.73,275.34,272.69
2021,5,275.75,274.03,274.37,268.64
2022,5,266.41,275.06,276.27,272.03
2023,5,268.80,277.36,276.87,272.38
2024,5,270.13,263.93,274.01,274.89
2025,5,272.17,270.16,273.30,274.77
2026,5,272.66,274.77,273.55,273.13
2027,5,271.47,269.47,275.42,273.91
2028,5,272.57,273.26,270.28,271.00
2029,5,270.30,275.43,269.51,275.89
2030,5,273.57,269.33,268.34,269.61
2031,5,270.45,273.63,275.54,271.41
2032,5,272.51,276.31,274.99,269.83
2033,5,276.44,269.08,270.07,271.26
2034,5,271.97,273.02,270.12,270.98
2035,5,277.59,272.24,269.07,270.79
2036,5,277.29,273.51,267.43,274.39
2037,5,267.10,277.53,268.14,274.83
2038,5,276.16,272.73,267.67,270.49
2039,5,266.70,274.79,268.70,271.81
2040,5,270.87,270.34,275.28,268.06
2041,5,272.40,275.52,273.66,271.58
2042,5,274.72,266.81,268.51,277.74
2043,5,268.31,271.69,268.49,272.47
2044,5,271.33,269.35,275.39,269.31
2045,5,271.50,274.59,270.52,273.36
2046,5,273.09,275.57,274.28,275.10
2047,5,265.46,267.94,276.56,271.90
2048,5,273.81,271.07,270.16,267.64
2049,5,271.54,276.48,273.07,275.71
2050,5,274.86,271.13,280.33,274.13
2051,5,273.29,277.31,270.61,267.45
2052,5,270.72,275.42,269.41,270.06
2053,5,270.69,275.52,266.46,275.76
2054,5,268.55,272.98,269.11,271.37
2055,5,269.22,270.43,269.99,270.93
2056,5,274.53,273.82,272.78,271.39
2057,5,272.15,276.40,270.48,276.17
2058,5,269.07,276.49,273.99,270.09
2059,5,270.87,275.98,277.69,273.54
2060,5,276.78,274.95,278.14,269.48
2061,5,269.46,272.60,277.06,273.39
2062,5,268.44,274.32,273.12,268.98
2063,5,266.89,276.35,273.87,274.19
2064,5,272.63,269.60,270.66,270.78
2065,5,272.47,278.13,271.46,276.21
2066,5,274.91,275.52,272.81,270.28
2067,5,266.24,275.97,277.34,274.44
2068,5,269.88,278.85,276.87,273.14
2069,5,268.80,273.28,274.54,270.67
2070,5,276.35,277.31,276.87,268.97
2071,5,274.08,273.35,273.34,269.44
2072,5,271.00,271.18,277.59,278.09
2073,5,269.80,275.20,270.57,270.27
2074,5,266.61,277.81,274.34,274.63
2075,5,276.90,274.27,272.73,272.73
2076,5,274.58,277.60,271.63,275.64
2077,5,271.45,276.01,276.97,273.15
2078,5,272.41,277.01,273.86,268.99
2079,5,270.43,272.06,272.32,272.27
2080,5,276.52,274.97,272.44,273.55
2081,5,274.56,276.91,274.55,275.91
2082,5,273.51,275.24,274.61,277.37
2083,5,275.00,275.45,277.17,274.83
2084,5,271.26,275.54,275.38,275.19
2085,5,271.56,274.63,274.96,273.05
2086,5,267.01,271.18,271.27,273.60
2087,5,267.06,274.14,275.12,270.87
2088,5,277.26,274.10,274.84,273.48
2089,5,269.60,272.34,275.41,278.42
2090,5,277.13,268.54,277.04,272.46
2091,5,270.65,277.35,276.59,274.12
2092,5,274.53,274.04,273.74,276.78
2093,5,268.83,273.00,275.13,270.30
2094,5,273.18,276.08,269.99,275.28
2095,5,276.39,274.20,271.51,272.34
2096,5,266.57,276.85,274.38,277.38
2097,5,272.85,274.18,276.55,273.17
2098,5,273.08,277.29,276.96,270.67
2099,5,268.82,271.61,276.99,270.78
2100,5,274.40,269.33,278.44,273.03
2001,6,281.87,279.69,282.29,280.41
2002,6,281.62,278.80,279.36,277.27
2003,6,279.55,277.84,278.92,278.88
2004,6,280.69,278.18,278.77,279.86
2005,6,279.33,279.46,280.95,278.22
2006,6,276.55,280.57,279.25,278.74
2007,6,283.84,281.79,279.12,279.36
2008,6,280.15,278.51,277.52,280.30
2009,6,282.09,282.59,279.90,277.99
2010,6,282.42,280.66,278.63,281.79
2011,6,277.48,280.68,281.51,278.70
2012,6,279.50,280.20,277.51,279.28
2013,6,278.91,279.98,278.64,280.45
2014,6,283.00,282.86,280.84,281.43
2015,6,281.54,278.45,278.25,279.97
2016,6,276.69,279.82,280.54,280.08
2017,6,280.60,278.28,280.18,280.13
2018,6,278.68,280.97,281.28,282.27
2019,6,280.19,281.73,280.78,283.45
2020,6,278.19,280.58,282.42,281.89
2021,6,279.34,280.25,279.82,281.46
2022,6,278.10,280.03,279.36,280.70
2023,6,277.62,279.10,281.59,281.11
2024,6,280.08,277.27,280.23,279.84
2025,6,277.51,279.22,279.67,279.57
2026,6,279.82,280.25,278.31,280.54
2027,6,278.89,277.62,279.67,283.27
2028,6,280.35,279.34,280.34,279.88
2029,6,283.62,280.82,279.78,277.98
2030,6,279.93,276.67,277.02,277.89
2031,6,280.08,281.67,278.31,281.06
2032,6,281.55,281.56,284.80,282.64
2033,6,281.73,283.97,278.52,279.53
2034,6,279.04,278.41,280.45,280.88
2035,6,281.35,280.42,280.70,279.61
2036,6,281.41,282.94,280.46,281.52
2037,6,278.97,281.77,277.10,278.94
2038,6,279.99,282.03,277.84,281.04
2039,6,279.49,281.32,278.23,281.52
2040,6,278.30,280.88,276.80,281.04
2041,6,279.33,284.71,281.29,279.25
2042,6,280.04,280.62,278.03,281.41
2043,6,281.75,279.05,279.55,279.19
2044,6,276.43,282.40,279.99,280.90
2045,6,281.10,282.39,279.18,278.66
2046,6,279.93,284.00,281.61,279.58
2047,6,279.46,283.13,281.90,277.91
2048,6,282.91,281.82,282.38,279.63
2049,6,282.39,283.22,278.93,280.74
2050,6,281.15,280.03,283.13,281.33
2051,6,279.14,285.77,279.37,279.73
2052,6,280.01,280.84,279.30,279.54
2053,6,277.64,280.12,279.33,282.14
2054,6,280.42,281.52,278.72,282.99
2055,6,280.54,279.05,281.04,280.11
2056,6,281.92,281.85,284.53,278.20
2057,6,278.93,283.01,280.85,282.14
2058,6,278.15,287.39,281.09,278.86
2059,6,278.08,282.26,283.49,280.23
2060,6,279.91,283.35,283.80,281.23
2061,6,278.99,280.59,281.33,280.90
2062,6,277.58,280.64,279.55,277.99
2063,6,277.84,284.17,283.77,281.63
2064,6,279.50,280.33,280.31,280.34
2065,6,281.67,283.58,280.31,281.45
2066,6,280.55,282.70,281.33,277.68
2067,6,277.93,281.98,282.38,278.75
2068,6,280.83,281.19,282.62,284.09
2069,6,278.05,278.70,284.82,280.96
2070,6,282.59,281.81,282.65,279.73
2071,6,281.62,279.49,278.81,280.01
2072,6,278.21,279.53,285.85,283.17
2073,6,277.15,281.92,281.07,281.34
2074,6,278.17,281.87,281.58,282.79
2075,6,283.77,280.00,280.99,280.74
2076,6,281.25,281.75,282.94,282.26
2077,6,279.96,279.98,282.93,281.28
2078,6,279.58,281.92,281.84,278.09
2079,6,281.53,282.81,281.43,280.65
2080,6,280.63,282.20,281.76,280.72
2081,6,281.99,282.35,281.64,282.63
2082,6,280.29,284.11,280.88,280.97
2083,6,279.40,283.38,282.68,283.89
2084,6,277.96,280.85,281.72,280.96
2085,6,277.61,279.91,281.07,279.56
2086,6,278.18,280.20,282.37,279.67
2087,6,282.69,280.20,282.13,279.97
2088,6,280.47,280.14,280.69,281.22
2089,6,280.34,283.18,280.77,282.70
2090,6,281.06,282.19,281.46,281.57
2091,6,280.00,283.89,285.55,283.56
2092,6,280.60,283.28,282.01,280.98
2093,6,277.17,282.93,283.74,280.57
2094,6,280.22,279.96,284.81,280.19
2095,6,282.40,280.29,284.07,282.47
2096,6,278.20,283.33,284.23,282.78
2097,6,281.37,280.63,281.73,279.79
2098,6,280.79,281.06,285.99,278.02
2099,6,277.89,281.16,286.18,280.66
2100,6,279.60,277.11,284.87,279.33
2001,7,282.46,283.80,288.84,282.93
2002,7,284.87,283.36,283.36,283.94
2003,7,280.92,283.90,282.92,283.44
2004,7,281.20,283.02,282.54,281.25
2005,7,282.79,284.90,281.64,281.23
2006,7,284.01,284.96,286.43,283.62
2007,7,284.44,287.89,281.42,279.90
2008,7,284.39,283.07,281.77,282.25
2009,7,281.16,283.98,283.34,287.86
2010,7,285.78,286.21,284.02,285.18
2011,7,281.33,283.69,281.92,284.47
2012,7,282.28,283.51,279.78,283.66
2013,7,284.60,281.97,282.18,286.73
2014,7,281.05,285.39,284.77,285.76
2015,7,287.02,283.52,281.90,286.26
2016,7,281.65,284.12,282.36,281.40
2017,7,283.55,282.22,283.32,284.88
2018,7,282.83,282.38,283.11,283.60
2019,7,286.13,282.93,284.78,284.91
2020,7,284.02,284.75,285.03,283.96
2021,7,287.81,283.48,283.51,282.11
2022,7,281.42,286.31,284.85,283.56
2023,7,284.13,281.16,288.43,284.67
2024,7,283.81,279.45,284.99,285.24
2025,7,284.32,282.89,283.17,283.75
2026,7,284.43,284.06,283.85,283.48
2027,7,283.80,283.80,284.28,281.82
2028,7,283.68,284.29,281.02,286.29
2029,7,283.64,284.14,282.43,283.89
2030,7,285.12,283.20,283.03,282.36
2031,7,287.87,285.45,285.48,284.11
2032,7,283.24,282.38,286.12,283.84
2033,7,283.95,285.10,282.19,283.58
2034,7,283.97,282.64,283.63,284.54
2035,7,282.72,283.77,285.48,284.06
2036,7,285.41,285.53,287.83,284.06
2037,7,282.62,285.57,282.35,283.81
2038,7,284.74,286.07,282.52,284.82
2039,7,280.94,284.60,281.79,285.79
2040,7,283.00,282.30,282.67,285.46
2041,7,283.81,285.07,284.72,282.40
2042,7,281.21,286.79,281.99,284.42
2043,7,287.98,284.43,285.42,282.89
2044,7,283.45,287.65,284.81,284.21
2045,7,279.70,286.53,286.36,283.78
2046,7,282.15,286.03,286.16,285.65
2047,7,280.31,286.94,287.19,284.35
2048,7,285.76,283.46,286.43,283.48
2049,7,283.96,287.41,283.02,283.93
2050,7,286.72,287.85,290.40,282.57
2051,7,282.99,283.50,284.01,282.68
2052,7,282.37,285.00,284.43,285.74
2053,7,283.47,284.42,284.76,284.42
2054,7,282.87,285.31,283.69,284.19
2055,7,282.37,284.21,285.49,284.74
2056,7,283.27,284.69,284.57,285.24
2057,7,283.03,285.53,284.52,285.34
2058,7,282.67,288.00,285.93,283.54
2059,7,281.75,284.31,285.21,285.47
2060,7,282.64,288.33,285.11,285.74
2061,7,285.22,285.50,290.58,283.74
2062,7,284.37,284.94,286.12,281.29
2063,7,283.10,286.50,286.52,285.88
